timestamp,extranonce,patoshi
1234146067,2077,1
1234146328,2403,0
1234146489,2087,1
1234146892,387,0
1234147346,2094,1
1234147856,2095,1
1234147895,91,0
1234148935,2104,1
1234150204,2114,1
1234151065,2127,1
1234152162,2130,1
1234152354,449,0
1234153617,2131,1
1234154084,2132,1
1234155459,2135,1
1234156105,2136,1
1234156706,2139,1
1234158080,2143,1
1234158701,2146,1
1234159211,193,0
1234159802,2149,1
1234160668,2151,1
1234161871,2154,1
1234162941,2161,1
1234163342,2165,1
1234163837,2167,1
1234164819,2168,1
1234165722,1686,0
1234165781,2176,1
1234166192,2177,1
1234167580,2179,1
1234168375,2180,1
1234168938,2187,1
1234169895,2196,1
1234169928,292,0
1234170745,2203,1
1234171099,119,0
1234171205,2207,1
1234172560,2210,1
1234173337,2212,1
1234173989,298,0
1234174030,2231,1
1234174753,16,0
1234175423,2232,1
1234176404,2234,1
1234176730,429,0
1234177640,2239,1
1234178479,383,0
1234178692,2241,1
1234179939,2244,1
1234180528,81,0
1234181013,2245,1
1234181150,3,0
1234181704,2259,1
1234183217,2265,1
1234183274,439,0
1234183855,2267,1
1234183909,1716,0
1234184052,1717,0
1234185310,2273,1
1234186442,2277,1
1234186721,445,0
1234187662,398,0
1234188020,2285,1
1234188727,2289,1
1234188887,149,0
1234189903,150,0
1234190066,451,0
1234190161,2298,1
1234191613,2304,1
1234192369,21,0
1234192747,19,0
1234192768,2308,1
1234193986,2312,1
1234194840,158,0
1234195065,2317,1
1234195171,334,0
1234195969,2327,1
1234196370,2332,1
1234197024,2339,1
1234198445,2346,1
1234199506,2349,1
1234199771,520,0
1234200634,2352,1
1234201024,2353,1
1234201541,2360,1
1234201959,35,0
1234202599,118,0
1234202984,2361,1
1234203989,38,0
1234204426,39,0
1234204529,2367,1
1234205715,477,0
1234205994,2372,1
1234206136,43,0
1234206417,1755,0
1234206631,2384,1
1234207599,2387,1
1234207671,47,0
1234208336,2410,1
1234208880,485,0
1234209949,2420,1
1234210499,2424,1
1234210831,542,0
1234211328,2426,1
1234212277,2428,1
1234213216,2429,1
1234213495,492,0
1234213815,139,0
1234214646,2431,1
1234215256,62,0
1234215924,2445,1
1234217016,2447,1
1234218159,2468,1
1234219423,2471,1
1234219902,2481,1
1234220756,2503,1
1234220920,26,0
1234221701,2512,1
1234222318,2515,1
1234222985,72,0
1234223383,1781,0
1234223646,2516,1
1234223938,1783,0
1234224307,76,0
1234224492,2519,1
1234224760,511,0
1234225373,2520,1
1234226277,2523,1
1234227476,2526,1
1234228238,1790,0
1234228587,2533,1
1234229170,2540,1
1234230250,518,0
1234230298,2541,1
1234230683,1795,0
1234231799,2545,1
1234232735,2557,1
1234232960,21,0
1234233492,1799,0
1234233649,2560,1
1234234024,2566,1
1234234476,2573,1
1234235886,2575,1
1234236217,2576,1
1234237551,2583,1
1234238073,2592,1
1234239313,2602,1
1234239774,2606,1
1234240347,2615,1
1234240581,33,0
1234241834,3,1
1234242242,4,1
1234242915,7,1
1234243285,539,0
1234244211,14,1
1234245202,17,1
1234246629,21,1
1234247138,25,1
1234248131,42,0
1234248464,26,1
1234249578,34,1
1234250040,45,1
1234251356,46,1
1234251984,47,1
1234252472,51,1
1234253118,54,1
1234253602,57,1
1234254324,64,1
1234255855,77,1
1234256314,201,0
1234257108,79,1
1234257619,85,1
1234258049,92,1
1234259354,259,0
1234259518,100,1
1234260744,109,1
1234261618,129,0
1234261774,116,1
1234262812,118,1
1234263314,119,1
1234264404,133,0
1234264807,121,1
1234266213,130,1
1234266869,147,1
1234268012,148,1
1234269025,151,1
1234270439,160,1
1234271230,165,1
1234272095,171,1
1234273347,180,1
1234273858,576,0
1234274248,181,1
1234275407,190,1
1234276708,196,1
1234277044,198,1
1234277860,12,0
1234278010,1857,0
1234278196,203,1
1234278873,213,1
1234279306,16,0
1234280045,215,1
1234281392,219,1
1234282038,220,1
1234282813,1864,0
1234283550,222,1
1234284895,31,0
1234284985,223,1
1234286334,227,1
1234286914,239,1
1234287167,162,0
1234287468,6,0
1234287614,28,0
1234288347,241,1
1234288977,248,1
1234289398,253,1
1234290892,2,0
1234290923,256,1
1234291754,257,1
1234293260,262,1
1234294070,266,1
1234295154,271,1
1234295207,1882,0
1234295500,608,0
1234296171,272,1
1234296792,277,1
1234297193,65,0
1234297752,284,1
1234299095,291,1
1234300250,294,1
1234301727,306,1
1234302639,317,1
1234303295,318,1
1234303902,329,1
1234304861,333,1
1234305092,60,0
1234305485,335,1
1234306965,36,0
1234307016,345,1
1234307354,348,1
1234308663,350,1
1234309233,351,1
1234309553,81,0
1234310003,628,0
1234310592,357,1
1234311554,359,1
1234312442,362,1
1234313036,86,0
1234313385,333,0
1234313422,74,0
1234313624,365,1
1234314035,203,0
1234314217,91,0
1234314237,366,1
1234314876,373,1
1234315237,207,0
1234315907,383,1
1234316901,388,1
1234317405,391,1
1234317678,58,0
1234317873,212,0
1234318530,394,1
1234319719,397,1
1234320757,169,0
1234320919,401,1
1234321729,433,1
1234322028,5,0
1234322431,438,1
1234322820,439,1
1234324218,443,1
1234325106,448,1
1234326126,23,0
1234326232,449,1
1234326868,456,1
1234326968,73,0
1234327274,457,1
1234327639,459,1
1234328155,1937,0
1234328425,464,1
1234329415,467,1
1234329924,475,1
1234330648,485,1
1234330803,21,0
1234331205,24,0
1234332142,486,1
1234332710,487,1
1234333482,492,1
1234334004,126,0
1234334166,506,1
1234334602,1949,0
1234334848,508,1
1234335250,509,1
1234335799,511,1
1234336421,513,1
1234337928,521,1
1234338414,522,1
1234338553,95,0
1234339244,524,1
1234339646,37,0
1234340546,1959,0
1234340781,530,1
1234340912,140,0
1234341465,531,1
1234342968,534,1
1234343465,536,1
1234344038,544,1
1234344569,545,1
1234344997,692,0
1234345998,548,1
1234346207,108,0
1234346829,554,1
1234347747,560,1
1234348533,570,1
1234349425,572,1
1234350473,575,1
1234351910,577,1
1234352809,580,1
1234352956,348,0
1234354241,581,1
1234354781,10,0
1234355269,58,0
1234355314,586,1
1234356537,588,1
1234357206,1984,0
1234357505,589,1
1234358283,711,0
1234358444,608,1
1234359997,632,1
1234360887,633,1
1234362172,642,1
1234363571,647,1
1234363815,23,0
1234364055,653,1
1234365278,656,1
1234366302,673,1
1234367353,679,1
1234367805,289,0
1234368024,683,1
1234369073,684,1
1234369466,688,1
1234370831,689,1
1234371537,33,0
1234372144,9,0
1234372268,690,1
1234373650,698,1
1234375379,719,1
1234376012,732,1
1234376630,733,0
1234377553,746,1
1234377912,747,1
1234378508,749,1
1234380035,770,1
1234380941,778,1
1234382502,785,1
1234383723,786,1
1234384265,788,1
1234384953,2017,0
1234385639,800,1
1234386247,812,1
1234386686,815,1
1234387628,823,1
1234388170,827,1
1234388265,2023,0
1234389278,828,1
1234389907,830,1
1234390908,841,1
1234391149,2027,0
1234391796,842,1
1234392210,850,1
1234393319,855,1
1234393786,856,1
1234394030,278,0
1234394692,279,0
1234395040,7,0
1234395168,858,1
1234396409,859,1
1234396457,12,0
1234397933,863,1
1234398817,867,1
1234400254,870,1
1234400928,288,0
1234401068,881,1
1234402402,894,1
1234402671,416,0
1234402889,909,1
1234403995,912,1
1234404508,917,1
1234404674,114,0
1234405729,919,1
1234406413,921,1
1234407388,925,1
1234407691,12,0
1234408919,928,1
1234409490,2055,0
1234410175,934,1
1234411535,936,1
1234411673,20,0
1234412337,942,1
1234413035,944,1
1234413555,307,0
1234413854,946,1
1234415293,953,1
1234416299,959,1
1234416656,436,0
1234417426,968,1
1234417856,969,1
1234418748,981,1
1234419303,982,1
1234420330,987,1
1234420359,317,0
1234421520,1000,1
1234422167,365,0
1234423027,1002,1
1234423375,1003,1
1234424186,1014,1
1234425095,1018,1
1234426529,1020,1
1234427334,1026,1
1234427531,54,0
1234428351,1031,1
1234428906,1043,1
1234430044,1047,1
1234430570,1048,1
1234431623,2085,0
1234431775,1049,1
1234431868,458,0
1234432142,1053,1
1234432765,1055,1
1234433672,1060,1
1234434028,1062,1
1234434248,7,0
1234434615,1065,1
1234434919,26,0
1234435662,1079,1
1234436131,1082,1
1234436640,2097,0
1234436894,1092,1
1234437875,1102,1
1234438726,1103,1
1234439247,1107,1
1234440447,348,0
1234440716,1117,1
1234440990,396,0
1234442017,1122,1
1234442756,1128,1
1234443549,1129,1
1234444710,1136,1
1234445477,1143,1
1234446914,1145,1
1234448240,1150,1
1234449783,1159,1
1234450447,1161,1
1234451490,485,0
1234451809,1168,1
1234452520,1173,1
1234453553,409,0
1234454006,1174,1
1234454732,1175,1
1234455492,1183,1
1234456119,1200,1
1234457427,1202,1
1234459919,1208,1
1234461463,1218,1
1234462024,57,0
1234462028,851,0
1234462546,1221,1
1234464101,1226,1
1234464589,61,0
1234465035,422,0
1234465122,46,0
1234466190,1246,1
1234467519,2133,0
1234467576,1264,1
1234468779,1266,1
1234469801,1268,1
1234470475,52,0
1234470630,1273,1
1234470866,71,0
1234471234,72,0
1234471535,1278,1
1234472420,1287,1
1234472872,2143,0
1234473335,1311,1
1234474356,1314,1
1234474703,61,0
1234475676,1321,1
1234475759,63,0
1234476922,2149,0
1234477000,1323,1
1234478208,1338,1
1234479005,1340,1
1234479542,1346,1
1234480942,1349,1
1234481310,87,0
1234481879,1350,1
1234482320,1352,1
1234483269,1373,1
1234483368,7,0
1234483832,2160,0
1234484398,1374,1
1234485819,887,0
1234487375,1388,1
1234488195,1394,1
1234488978,1408,1
1234489440,2166,0
1234490086,413,0
1234490164,1410,1
1234490992,894,0
1234491130,1411,1
1234491511,1413,1
1234492555,1424,1
1234492829,2173,0
1234493759,420,0
1234493839,17,0
1234494035,1425,1
1234494623,109,0
1234494998,1433,1
1234495974,1435,1
1234496705,426,0
1234497039,1439,1
1234498704,1456,1
1234499269,1468,1
1234500010,1471,1
1234500839,1472,1
1234502391,1486,1
1234502881,119,0
1234503464,1487,1
1234504872,1488,1
1234505878,1493,1
1234507372,1494,1
1234507665,41,0
1234507941,564,0
1234507939,1497,1
1234508552,1498,1
1234509841,1499,1
1234511110,1509,1
1234512060,1513,1
1234513057,2199,0
1234513398,1517,1
1234514779,1520,1
1234515730,1524,1
1234516704,1529,1
1234517010,127,0
1234517405,1539,1
1234517975,1548,1
1234518712,1550,1
1234519800,579,0
1234519818,1552,1
1234520622,2210,0
1234521029,1555,1
1234522355,1557,1
1234522872,55,0
1234523321,1573,1
1234523551,586,0
1234524504,1581,1
1234525337,140,0
1234525524,1584,1
1234526028,151,0
1234526578,1585,1
1234528036,1586,1
1234528385,513,0
1234528673,1600,1
1234529643,1603,1
1234529987,157,0
1234530227,75,0
1234530312,1604,1
1234531288,1614,1
1234532506,1618,1
1234533935,1619,1
1234534932,1623,1
1234535464,1629,1
1234536776,1630,1
1234537242,157,0
1234537511,1632,1
1234538603,1633,1
1234539225,1635,1
1234539579,1637,1
1234540921,2239,0
1234541134,1644,1
1234542588,1651,1
1234543961,1655,1
1234545284,489,0
1234545349,1665,1
1234545380,491,0
1234546589,1668,1
1234547462,1675,1
1234547946,1676,1
1234548574,1681,1
1234548683,31,0
1234549560,1682,1
1234550803,1683,1
1234551371,1687,1
1234551737,1690,1
1234551798,501,0
1234552082,2256,0
1234552370,1691,1
1234553782,1696,1
1234554027,40,0
1234554169,192,0
1234554372,1697,1
1234555659,1701,1
1234556795,1709,1
1234556849,187,0
1234557383,1711,1
1234557726,2266,0
1234558852,1713,1
1234559525,1714,1
1234560285,28,0
1234560462,1718,1
1234561378,642,0
1234561849,1722,1
1234562775,1724,1
1234563370,1725,1
1234563851,1739,1
1234565369,1741,1
1234566572,1756,1
1234567429,1758,1
1234568661,1769,1
1234569308,1770,1
1234569585,14,0
1234570030,15,0
1234570342,1774,1
1234570516,8,0
1234570762,9,0
1234571053,45,0
1234571327,1776,1
1234571913,1779,1
1234572699,535,0
1234573034,14,0
1234573094,1788,1
1234573975,1797,1
1234574072,17,0
1234574522,1798,1
1234575950,541,0
1234575989,1809,1
1234576974,1816,1
1234577427,230,0
1234578358,1828,1
1234578775,1830,1
1234579558,1834,1
1234580940,1835,1
1234582080,1850,1
1234582475,48,0
1234582658,1854,1
1234582872,2306,0
1234583277,1856,1
1234584685,1859,1
1234585388,1861,1
1234585844,1865,1
1234586268,1868,1
1234586910,1876,1
1234587479,1878,1
1234588146,1885,1
1234588162,561,0
1234589599,1894,1
1234589926,563,0
1234591114,1915,1
1234592492,1924,1
1234593513,1935,1
1234593697,2321,0
1234594018,1949,1
1234594361,47,0
1234594558,1951,1
1234594973,1953,1
1234595512,258,0
1234595987,1965,1
1234596968,251,0
1234597021,1967,1
1234597985,1971,1
1234599133,1975,1
1234599488,1979,1
1234600781,1986,1
1234601399,1988,1
1234601767,1993,1
1234602314,582,0
1234603056,1998,1
1234604442,709,0
1234604480,2006,1
1234605658,63,0
1234605696,2007,1
1234606824,2008,1
1234608165,589,0
1234608236,2013,1
1234608671,2014,1
1234609547,2023,1
1234610195,2347,0
1234610316,2024,1
1234610673,2029,1
1234610714,282,0
1234611336,283,0
1234611716,275,0
1234612026,2034,1
1234612474,2036,1
1234612948,78,0
1234613260,2037,1
1234614246,2047,1
1234614955,2052,1
1234615708,2076,1
1234616039,39,0
1234616816,2084,1
1234617500,2091,1
1234618344,2097,1
1234619105,2099,1
1234619214,297,0
1234619462,298,0
1234619656,10,0
1234620502,2117,1
1234621959,2122,1
1234621995,60,0
1234622628,2134,1
1234623292,2372,0
1234623651,2151,1
1234624567,2152,1
1234625944,2158,1
1234627285,99,0
1234627350,2163,1
1234627936,310,0
1234628156,2379,0
1234628314,2166,1
1234629506,2168,1
1234629901,94,0
1234630328,73,0
1234630361,316,0
1234630413,2172,1
1234631916,2183,1
1234633014,2184,1
1234633485,2192,1
1234633898,2389,0
1234634145,2390,0
1234634371,2196,1
1234635309,2201,1
1234635787,639,0
1234636361,2203,1
1234636822,2212,1
1234637694,2220,1
1234638967,2225,1
1234640459,2228,1
1234641687,2231,1
1234642585,2233,1
1234643912,2236,1
1234644308,10,0
1234645057,2403,0
1234645551,1,1
1234646141,128,0
1234646337,2,1
1234646765,4,1
1234647525,5,1
1234648215,6,1
1234649092,7,1
1234650135,10,1
1234650764,11,1
1234652062,17,1
1234653530,31,1
1234653685,661,0
1234654850,42,1
1234655738,48,1
1234656419,51,1
1234657026,790,0
1234657736,52,1
1234658540,59,1
1234659836,64,1
1234661085,66,1
1234662507,67,1
1234662587,357,0
1234663518,72,1
1234664098,73,1
1234664325,2428,0
1234665274,152,0
1234665293,74,1
1234666301,82,1
1234667164,176,0
1234667444,83,1
1234667989,142,0
1234668258,84,1
1234669397,85,1
1234670494,11,0
1234670528,182,0
1234670655,86,1
1234670900,2440,0
1234672196,2441,0
1234672269,97,1
1234673061,107,1
1234673967,111,1
1234674369,2445,0
1234675344,117,1
1234675481,370,0
1234676539,123,1
1234676902,126,1
1234677126,696,0
1234678025,130,1
1234678478,135,1
1234679529,136,1
1234680426,140,1
1234680580,192,0
1234681086,146,1
1234681655,149,1
1234681965,704,0
1234682005,150,1
1234682899,153,1
1234683828,81,0
1234683908,708,0
1234684146,161,1
1234684374,187,0
1234685252,168,1
1234686253,175,1
1234686815,176,1
1234687678,179,1
1234688093,2469,0
1234688600,180,1
1234690005,183,1
1234691045,185,1
1234692301,191,1
1234693307,194,1
1234693994,213,1
1234694787,223,1
1234695545,225,1
1234695692,849,0
1234696001,227,1
1234697586,235,1
1234698782,236,1
1234699262,728,0
1234699754,249,1
1234700225,195,0
1234700790,259,1
1234701993,261,1
1234702624,262,1
1234703594,267,1
1234704431,280,1
1234704883,281,1
1234705646,2491,0
1234705742,299,1
1234706463,43,0
1234706557,300,1
1234707931,328,1
1234708839,330,1
1234710049,344,1
1234711085,349,1
1234712422,352,1
1234712572,2500,0
1234713545,355,1
1234714274,356,1
1234715751,359,1
1234716007,750,0
1234716165,55,0
1234716812,2507,0
1234717130,362,1
1234717650,372,1
1234718841,373,1
1234718977,884,0
1234719315,377,1
1234720572,381,1
1234721702,389,1
1234723046,391,1
1234723456,764,0
1234724053,393,1
1234724732,396,1
1234725414,401,1
1234726396,402,1
1234727665,894,0
1234727683,410,1
1234729070,415,1
1234730511,418,1
1234730924,424,1
1234731797,425,1
1234732761,2529,0
1234733349,430,1
1234734106,25,0
1234734299,431,1
1234734979,434,1
1234736203,457,0
1234736527,440,1
1234737605,444,1
1234737965,460,0
1234738239,32,0
1234738693,452,1
1234739029,453,1
1234739229,35,0
1234739274,264,0
1234739609,455,1
1234739756,2544,0
1234740050,26,0
1234740304,39,0
1234740837,458,1
1234742213,466,1
1234742924,30,0
1234743508,483,1
1234744458,490,1
1234744649,798,0
1234745469,500,1
1234745953,505,1
1234747589,524,1
1234747932,526,1
1234748653,528,1
1234749185,532,1
1234750516,541,1
1234751663,547,1
1234752883,554,1
1234753880,2562,0
1234753933,555,1
1234754625,559,1
1234755202,562,1
1234755652,566,1
1234756413,568,1
1234757333,569,1
1234758042,815,0
1234758526,579,1
1234759349,583,1
1234759449,495,0
1234759776,294,0
1234759878,2574,0
1234760127,587,1
1234761535,22,0
1234761615,593,1
1234762068,2578,0
1234762424,601,1
1234763049,605,1
1234764118,607,1
1234765314,624,1
1234766582,627,1
1234767220,635,1
1234767317,66,0
1234768043,832,0
1234768775,640,1
1234769880,2588,0
1234770138,652,1
1234770590,654,1
1234771206,669,1
1234772214,687,1
1234773743,691,1
1234774387,694,1
1234774831,697,1
1234775807,705,1
1234777016,708,1
1234777235,844,0
1234777370,319,0
1234777601,710,1
1234779129,715,1
1234779470,2602,0
1234780195,720,1
1234780685,6,0
1234780805,724,1
1234782347,736,1
1234783431,739,1
1234784890,740,1
1234785703,748,1
1234786103,749,1
1234786333,330,0
1234787200,753,1
1234788123,755,1
1234789558,767,1
1234789905,769,1
1234790578,6,0
1234790621,19,0
1234791327,774,1
1234792187,775,1
1234793498,782,1
1234793993,784,1
1234794664,789,1
1234795400,794,1
1234796150,547,0
1234796257,797,1
1234796312,107,0
1234796806,805,1
1234798152,806,1
1234799124,811,1
1234800567,812,1
1234801029,825,1
1234802016,826,1
1234803201,841,1
1234804100,848,1
1234805559,853,1
1234806893,3,0
1234807020,855,1
1234807418,5,0
1234807449,861,1
1234808158,863,1
1234808820,865,1
1234809846,868,1
1234810654,880,1
1234811961,901,1
1234812456,902,1
1234813146,14,0
1234813356,129,0
1234813652,906,1
1234814380,923,1
1234816552,132,0
1234816907,26,1
1234817425,30,1
1234818352,31,1
1234818767,32,1
1234819160,37,1
1234819537,39,1
1234820162,52,1
1234820711,55,1
1234821082,150,0
1234822043,67,1
1234823496,74,1
1234824812,909,0
1234824948,80,1
1234825653,159,0
1234826566,101,1
1234827009,103,1
1234827148,914,0
1234827629,108,1
1234828126,110,1
1234828632,112,1
1234828987,918,0
1234830075,114,1
1234830252,40,0
1234831437,116,1
1234832564,132,1
1234833710,133,1
1234833919,166,0
1234834590,146,1
1234835154,147,1
1234836603,148,1
1234837865,155,1
1234839197,156,1
1234840689,158,1
1234841941,166,1
1234843273,168,1
1234843791,174,1
1234844534,169,0
1234844715,190,1
1234845832,191,1
1234846312,937,0
1234846360,173,0
1234846853,195,1
1234847761,198,1
1234848416,199,1
1234849062,2696,0
1234849459,44,0
1234849736,203,1
1234850897,207,1
1234851252,946,0
1234851927,209,1
1234852542,212,1
1234852885,69,0
1234854020,217,1
1234854354,218,1
1234855562,219,1
1234855732,18,0
1234856746,222,1
1234858434,239,1
1234858876,242,1
1234859034,2711,0
1234859259,243,1
1234859899,250,1
1234860038,80,0
1234861297,251,1
1234862213,197,0
1234862561,257,1
1234863776,259,1
1234865196,267,1
1234866650,272,1
1234867699,87,0
1234868498,282,1
1234869472,290,1
1234870108,292,1
1234870754,315,1
1234871624,316,1
1234872765,319,1
1234872977,94,0
1234874067,217,0
1234874105,322,1
1234874489,329,1
1234875438,2732,0
1234875912,333,1
1234877000,980,0
1234877273,337,1
1234877653,2736,0
1234878448,338,1
1234879329,342,1
1234879683,345,1
1234880801,349,1
1234881318,107,0
1234882340,356,1
1234883155,368,1
1234884186,374,1
1234884626,375,1
1234885265,381,1
1234885908,388,1
1234887068,402,1
1234887755,405,1
1234888445,410,1
1234889395,414,1
1234890107,415,1
1234891203,430,1
1234891361,677,0
1234891688,432,1
1234892807,443,1
1234893772,451,1
1234894172,452,1
1234894819,459,1
1234895226,468,1
1234895868,473,1
1234896348,243,0
1234896406,1009,0
1234896906,483,1
1234898031,22,0
1234898121,496,1
1234898718,497,1
1234900137,501,1
1234901306,502,1
1234901745,251,0
1234902708,512,1
1234904234,521,1
1234904449,2773,0
1234905146,545,1
1234906132,550,1
1234906682,699,0
1234907370,551,1
1234908893,555,1
1234910265,556,1
1234910967,561,1
1234911948,563,1
1234912099,8,0
1234912377,2783,0
1234912457,566,1
1234912963,569,1
1234914326,571,1
1234914391,710,0
1234915176,154,0
1234915431,579,1
1234915851,580,1
1234917084,587,1
1234918409,591,1
1234919795,601,1
1234920128,2794,0
1234920861,605,1
1234922012,22,0
1234922287,614,1
1234922994,623,1
1234924331,626,1
1234925184,630,1
1234926416,638,1
1234927136,639,1
1234927877,642,1
1234928506,643,1
1234929755,649,1
1234930195,651,1
1234931131,655,1
1234932202,664,1
1234932525,2809,0
1234932735,2810,0
1234932887,666,1
1234933382,673,1
1234933711,674,1
1234934820,688,1
1234935301,1061,0
1234936358,692,1
1234936569,1063,0
1234936778,697,1
1234937758,699,1
1234938132,700,1
1234938751,703,1
1234939718,706,1
1234940345,709,1
1234940922,711,1
1234941904,718,1
1234942260,719,1
1234943330,722,1
1234944694,724,1
1234946167,730,1
1234946492,2830,0
1234947125,731,1
1234947460,732,1
1234947983,59,0
1234948766,60,0
1234949025,739,1
1234949903,744,1
1234950771,757,1
1234951481,758,1
1234952832,760,1
1234953759,781,1
1234954250,786,1
1234954934,788,1
1234955471,791,1
1234955660,208,0
1234956433,792,1
1234957768,799,1
1234958652,803,1
1234959640,804,1
1234960077,812,1
1234961083,815,1
1234961249,215,0
1234961719,826,1
1234963001,828,1
1234963501,844,1
1234963946,81,0
1234965092,853,1
1234965787,854,1
1234966865,84,0
1234966937,859,1
1234967216,224,0
1234967502,860,1
1234969053,866,1
1234969624,870,1
1234970314,1110,0
1234970522,880,1
1234970946,886,1
1234971570,890,1
1234972599,893,1
1234973546,895,1
1234973984,898,1
1234974038,794,0
1234974736,2872,0
1234975412,904,1
1234975803,11,0
1234975906,906,1
1234976877,907,1
1234977362,241,0
1234978040,915,1
1234978577,918,1
1234978721,1126,0
1234979519,927,1
1234980166,928,1
1234981017,940,1
1234982300,943,1
1234983454,950,1
1234983505,112,0
1234984766,953,1
1234985380,966,1
1234987042,1001,1
1234987601,1011,1
1234989009,1015,1
1234990411,1018,1
1234991229,1027,1
1234992684,1056,1
1234994203,1061,1
1234994718,1072,1
1234995122,1074,1
1234995558,2898,0
1234996030,263,0
1234996105,1076,1
1234996767,1097,1
1234997995,1098,1
1234998518,1099,1
1234999980,1117,1
1235000467,2905,0
1235001167,1126,1
1235001685,1140,1
1235002919,2908,0
1235003056,1142,1
1235004137,1145,1
1235004874,1147,1
1235005096,276,0
1235005468,1151,1
1235005865,1159,1
1235006684,1168,1
1235007431,1169,1
1235007916,1170,1
1235009228,1172,1
1235009766,145,0
1235010237,1173,1
1235010794,1174,1
1235011847,845,0
1235012231,1175,1
1235013581,1179,1
1235014015,1183,1
1235015088,290,0
1235015146,1185,1
1235016081,1192,1
1235016179,852,0
1235016844,1196,1
1235017523,1198,1
1235018159,1201,1
1235019163,1202,1
1235019747,1180,0
1235019776,1181,0
1235020190,1204,1
1235020944,1211,1
1235022310,1218,1
1235023969,1243,1
1235025546,1252,1
1235026878,1256,1
1235028025,1270,1
1235028842,1272,1
1235029030,1190,0
1235030362,1277,1
1235031824,1283,1
1235032179,870,0
1235032590,1285,1
1235033943,1289,1
1235035278,1292,1
1235036187,1297,1
1235036748,875,0
1235037231,876,0
1235037688,1305,1
1235038672,181,0
1235038972,2956,0
1235039018,1309,1
1235040114,2958,0
1235040504,1311,1
1235041630,2960,0
1235041904,1314,1
1235043245,1318,1
1235043395,2963,0
1235043909,1325,1
1235045332,1332,1
1235046306,1337,1
1235046985,1352,1
1235047107,194,0
1235047209,333,0
1235048128,1353,1
1235048920,1357,1
1235050196,1363,1
1235050646,52,0
1235051097,1365,1
1235051751,201,0
1235052589,1367,1
1235053758,1370,1
1235054490,204,0
1235054917,1380,1
1235055858,1382,1
1235056471,1388,1
1235056897,1393,1
1235057493,2983,0
1235057708,1398,1
1235058292,1399,1
1235059309,1400,1
1235060251,910,0
1235060461,1401,1
1235061263,1405,1
1235061283,1236,0
1235062197,1415,1
1235062536,1238,0
1235063761,1421,1
1235063817,2994,0
1235064423,1425,1
1235065108,16,0
1235065325,1243,0
1235065915,1426,1
1235067300,1428,1
1235068585,1430,1
1235068741,924,0
1235068903,1248,0
1235069314,1436,1
1235069935,1442,1
1235070897,1443,1
1235071321,1447,1
1235072248,1448,1
1235073313,3008,0
1235073691,1450,1
1235075241,1457,1
1235076404,1464,1
1235076449,3012,0
1235076794,81,0
1235077785,1473,1
1235078327,1479,1
1235079156,3016,0
1235079810,1481,1
1235080489,1490,1
1235081335,1492,1
1235082002,1504,1
1235082403,1506,1
1235082721,1268,0
1235083317,1523,1
1235083877,1530,1
1235084892,2,0
1235085011,1533,1
1235085517,1534,1
1235086022,12,0
1235086346,1541,1
1235087435,1543,1
1235088162,1555,1
1235089204,1562,1
1235090642,1565,1
1235090852,958,0
1235091313,1566,1
1235092302,98,0
1235092428,1583,1
1235093638,1584,1
1235093940,963,0
1235094478,1592,1
1235095086,1593,1
1235095454,1595,1
1235096665,1596,1
1235097416,1597,1
1235097798,969,0
1235098243,1600,1
1235099128,1610,1
1235100139,1615,1
1235100232,1296,0
1235101300,1617,1
1235102470,1622,1
1235103608,1627,1
1235104283,1628,1
1235104422,39,0
1235104764,1634,1
1235106182,980,0
1235106306,1638,1
1235107341,1653,1
1235108008,3060,0
1235108359,1659,1
1235109943,1670,1
1235111102,1671,1
1235111554,41,0
1235111834,1678,1
1235112225,43,0
1235112726,1681,1
1235114005,3068,0
1235114221,1684,1
1235114948,1688,1
1235116162,33,0
1235116259,1693,1
1235117064,1698,1
1235118307,1702,1
1235119456,3075,0
1235119462,1705,1
1235120096,1707,1
1235121487,1711,1
1235122280,1713,1
1235122731,57,0
1235123709,1714,1
1235123825,1328,0
1235125201,1716,1
1235125987,3084,0
1235126444,1720,1
1235127083,1723,1
1235128382,1724,1
1235129423,1742,1
1235129952,3089,0
1235130254,1747,1
1235130482,75,0
1235130690,1751,1
1235131175,1763,1
1235131193,78,0
1235131840,1764,1
1235132300,58,0
1235132549,81,0
1235132709,1766,1
1235132889,6,0
1235133137,3100,0
1235134092,1777,1
1235134464,1780,1
1235134590,80,0
1235134923,21,0
1235135895,1789,1
1235136619,1792,1
1235137929,1800,1
1235138767,1809,1
1235139872,1811,1
1235140786,94,0
1235141226,1815,1
1235141256,16,0
1235141516,1359,0
1235141896,1824,1
1235142354,1832,1
1235143026,1834,1
1235144239,1845,1
1235144741,95,0
1235145406,1848,1
1235146361,24,0
1235146778,1850,1
1235148109,1851,1
1235148826,1852,1
1235149164,101,0
1235150388,1861,1
1235151065,1869,1
1235151874,1870,1
1235152876,1871,1
1235154011,1911,1
1235154781,1914,1
1235155874,1916,1
1235157244,1921,1
1235158694,1929,1
1235159246,1936,1
1235159381,1381,0
1235159947,1942,1
1235161354,1944,1
1235162127,1947,1
1235163107,3139,0
1235163233,1386,0
1235163338,1955,1
1235164276,1967,1
1235165592,1968,1
1235166744,1970,1
1235167107,1971,1
1235167728,1975,1
1235168994,1977,1
1235170352,1979,1
1235170733,1982,1
1235172047,1994,1
1235172565,1995,1
