height,block hash,is_spent,patoshi,patoshi_confidence_score
15291,00000000c789c62403fc4f66c4917cc61b9d106d6238601c8209579ca20abcfd,0,1,0.999869
15292,00000000e1a2b221c2fd5bb78ac2019249b2213587c4988412e3310b7026442f,0,1,0.999873
15293,00000000119f4a72230370d0ea320704a726cf7649bb395c29f3929f069c8b07,0,1,0.999522
15294,00000000917248978e330aea5c72177303e42f46f9518400fa6320efc3df278b,0,1,0.999423
15295,000000002d5fb5cc0a3b5d637778ee36e645793d9c48b3e460e2413deb33ac59,0,1,0.999125
15296,0000000016b984699422959f1c0d7efede323c3bcc7de7168a0cbc53d5c069d6,0,1,0.999303
15297,00000000109074c9fd0027707d138ea760b9e78607a8183a633afa364a57ebea,0,1,0.999196
15298,000000002a56e97ba0817a5dc735ade92e8ab92c4bba5813766fd1b0cfa54c04,0,1,0.999262
15299,00000000aadf4a72fd58645820a003539b2a0bf3e6d8aea9bacfe561236f03fd,0,1,0.999252
15300,00000000ac1debc9b9a430372843951c8a4e61f12bd561d50f5d96ecb8326042,1,0,
15301,0000000068e432c0e63d1a4a6428280e261ae45f3f6cb40c0ae732eb122b97a7,0,1,0.998728
15302,00000000d76beea9794354c1d6c3c070fed88f41dd38ef97591fed68a44c4c2d,0,1,0.999329
15303,00000000ea4e61ce18aa6c7a5e6a89f8befc804a96f2c4b5f20e2cb2e3e82ae7,0,1,0.999291
15304,00000000363616c05349991f4b0a42016c00ae893dac5101f16c83e0b734b838,0,1,0.999949
15305,000000001a48bc32237128e774d32a5c9581b22cfc2d1b898c6f225f8efa6cd7,1,0,
15306,000000003a7d1e69088ab6aa4c34d23294cda8d61bc66ca2072e40423329dbf3,0,1,0.999966
15307,000000003436e0cf933983c3c32ebd7c2be03944769aadec8609d2505a927ef9,0,1,0.999965
15308,0000000042305b2df60adaef33168596723908e36a698d9de34c870ffcd769f9,0,1,0.999960
15309,00000000902066edd29a95b1a5c9ff40a394ee6b094f26af43e5af85c16bffdc,0,1,0.999964
15310,0000000019b087c673fac5d6c3950db85980b7f016277201c74f5e05451a352f,0,1,0.999961
15311,0000000066edf664b80dc3264dae20d42a4afc3890b794e3566443d4ff1c422b,0,1,0.999952
15312,000000005ae8767dd34fdfeea990d252677b728f14fe728f2417d994106d673d,1,0,
15313,0000000045b3018f2e64954276b1a17353b769ad78f1d5ad283fb5ff004b8044,1,0,
15314,00000000ad65366e179e709e8f701069c81eab86372e8402e870db84546ecd95,0,1,0.999923
15315,00000000b1ea431b039ce942cec200e048b3fb6f0ba780a65fc257806bf07973,0,1,0.999973
15316,000000006558f80439cd507d367eb163d8ffbd41b0e889496ad78651160edeca,0,1,0.999963
15317,0000000065c49a3761d64952ab7ee6458ab40be5e5d6380324de5b7cc7374e59,0,1,0.999913
15318,00000000d8058d329a59a97928528faf7dc6b6007bc5916912345f2f603b9308,0,1,0.999919
15319,000000008958364d0429bc70304a13daa3ba18db0907aa939cd8193982c71bbb,1,0,
15320,0000000003a6d9f00a8a72feaf08394d8d188091544cdce34659a15e41b6fd7a,0,1,0.999520
15321,00000000887e0dd0084f3a554f0f8b0dc566936aff67e3109ce53cde9071b338,0,1,0.999538
15322,00000000eaad6f4df1fd216d2e1540f58eed3fc1a3fe1d5f240ba7671250d931,0,1,0.999455
15323,00000000a367d068c6c60eaf5ac48769098cf9b0124bcb91e27dbe388470e3fd,0,1,0.999527
15324,00000000720e7a19e31ca6cc9d2364705b49590f0ede8b0356cb46a8e486ab8f,0,1,0.989988
15325,0000000013efd8c1f92dec8a914c2f08fd9712674368419b2b07d7f16e54995a,0,1,0.989730
15326,0000000057b36eee8c5f0b55efbb466ddc9a422bb5dbb5d8cd2215377b9a0686,0,1,0.995299
15327,00000000856e1c4c88c0ebbfe0874a6060a63cdfa01a5c1e22cbcbcf21d99ada,0,1,0.999609
15328,00000000ab5d25579a2dbad76552390ed0923042943e232412d9cc94a83d2909,0,1,0.999548
15329,000000004c179f79fc9acb0adcd9ef0bed84f234d3f56548eef4fa4ffa491e84,0,1,0.999623
15330,000000007929b947c796e589df436ba1976300341c50df4880dcc9f54406540c,0,1,0.999930
15331,00000000957dd4b3a8977edd40768a2757e040fa0d79b7eeed6b92bac2b1ab42,0,1,0.999961
15332,00000000e1f560903f12f4e4ba0712a93ac6f09ef1e24d528ac2d11fa8c09b5f,0,1,0.999939
15333,0000000089aeb5b615f1de627504e9a5655e3f3d1466daaee4d1f342f23ef394,0,1,0.999963
15334,00000000ca407a01751ff20ae2a3295e0586386dd5f6e12f5de224c840e71bc6,0,1,0.999899
15335,00000000e7bbde1165cd6d04e3bac27196e28fa261821e043495f832b3c4f847,0,1,0.999933
15336,000000009ba29658a8696f4835ca6bf98544ecd6649c4b400245783b9f1aab44,0,1,0.999953
15337,00000000b36827f1d3dbdcc574256ca87100432c9df332c92a9b139ae248191b,0,1,0.999973
15338,000000001e17321f5f1e03bd0e8f9d6ed4d3854bf9cf9b350e757a598fd44bfd,0,1,0.999968
15339,000000005685fb2d5b3d8d321a73d376ba9ffa27f9e4c6f45de4ad91a8b00b01,0,1,0.999978
15340,00000000541040763d6a4def1b675bd9d30878faca4fa1221c232dc26b4157b3,0,1,0.999988
15341,00000000c4f133c64bc6937c59b1e99b389f379e9d08c23131d906f0aa7606b3,0,1,0.999972
15342,00000000f215015bd51f3b15e0072e4cbb53ba2ae41d33f1fdd7473259da7622,0,1,0.999968
15343,0000000075415aef0d37337af02e697433ef1baa287515ad902a9b63de6af86d,0,1,0.999961
15344,0000000028e4cf4ed9ff48e02f71d2dbb11c87c16eb7625b88d9694170faa8e0,0,1,0.999951
15345,000000009eba81eaea9fe72ec5ac3474d57b7c3e6e5bb12d396f5f3c62a410d4,0,1,0.999961
15346,00000000b8215da520f9942d46c89fe0fac827c3be74027b78750f4b4b04e894,0,1,0.999948
15347,000000006e1fec39665f2f5965449d69d06203c28b7d8b8fbe135a2cb90508f7,0,1,0.999948
15348,000000008620dfecb0b1d7bb7b1aded6865754e966445e71c1f605912d697afd,1,0,
15349,000000002eefae1617857a99a82effca4df916114927e6e7bd86993ae7edd560,0,1,0.999983
15350,0000000058fbce48692f7117d545751599b179de68b49245de5c4fd3eb378eea,0,1,0.999982
15351,00000000b5b4f9d4a7332c3a46beed68f887d731b9b783c6be8367364a3572b4,1,0,
15352,00000000695bd86f218aca86a9e441945943458f13c158834feffe018eeb8a47,0,1,0.999982
15353,00000000db66ba7495fc3d2058ebe47ebf5c014c47a25787a4798930a917495c,0,1,0.999985
15354,000000005821aaed1889237fc7c9a94a43c047d589bdaba56d0dc673bdfc3bdf,1,0,
15355,0000000015b714a6a6cabd877a9a232718fdb65404eefeca666ec8beda4ed6d1,1,0,
15356,00000000cf573138d5723aa2af26e0c066efd77c42ae6310f351996eaa5e5631,0,1,0.999978
15357,00000000256e8aa6403b223252145c39d01cd1df4d9f44ecc61cf5ae32d7c9c6,1,0,
15358,0000000028ad1e49f41dd9239083e9b00df0b3f595223d1e4a086cc7c7e59d55,0,1,0.999966
15359,000000003aab2f9e969ce5b203962fc52ee9c9030c69b4f5fe5f07b7d55b2b2e,0,1,0.999971
15360,00000000e15d1bdb969f737d8b642a9f8f26360247793352a1fdd2c93358beac,0,1,0.999969
15361,00000000ae352c5f6fc071e56b012dacf2ab75dbc7b848b5a56ff19237ba1c6e,0,1,0.999975
15362,000000002d469ae74c530d5e7936a58eaec6b423a27a6195511d0fc72a72107e,0,1,0.999985
15363,00000000963059c3d0023206f59d00bc25eca2808b59974c187e3005f15a3263,1,0,
15364,00000000b7184b7269e06ebc5945d017e8323d5bf907d11642263f366576513a,0,1,0.999986
15365,0000000072cb3db6241da9291a0d8b35b589dea746ae6b9910d353a01a40c40a,0,1,0.999986
15366,0000000050d4f9e6b2d7149575842aa310c0bfb70e4c0103e7e6fbb3efcdea9a,0,1,0.999991
15367,00000000a514fc2adf0029bc81add3d3282f71c7c72a28b79c168c18368df22e,0,1,0.999991
15368,00000000803eef1ab35307b3d8725999421cbc661deb1f812a6bc98a3a8c0c02,0,1,0.999993
15369,00000000342b20574ed6b08d38c2a44c44513dc4ed75167e9ab7e073b94b3a52,1,0,
15370,000000002a724a0d3748312a6699698dfa32392feaa5542e07881ea91a9d9676,0,1,0.999995
15371,00000000aa48ffefbfff5542b28c8cf609299821ba05f9784cde3db8aed4e941,1,0,
15372,00000000ff5341b21ca2abff283f5d1ade11f58186ece72030143bd541198886,0,1,0.999995
15373,00000000b07e26e383414491eb09fb041734bc58b91f048b4b7df8574a8275a0,1,0,
15374,00000000c72a21b831473b469cea682f547e633e4e63c80f99994e4adef913ae,0,1,0.999993
15375,0000000028b8b1cbc5d1f2e34c44b190504d2f8ef89b7dca54fa3f4a3e42a0b4,0,1,0.999994
15376,00000000ff253d17e7dfa542e7fd579d6933af888702431449aa678db85634ad,0,1,0.999994
15377,000000003144d3341f4a16ffb3c191903198cd12694e915fc7490ed50618086b,1,0,
15378,00000000bd7c47f51935f11a75a7fe1e0ad45fe9c07a6e28c0ce365a33c63032,1,0,
15379,000000007e186c3c11d54ddf358aa78b5a6a7eb2ffc1030a54df6c9cf6c18958,0,1,0.999991
15380,00000000ef04e57f827e530e08ba0e745fb9a6ec7546f47dbdc400f4c48b3a44,0,1,0.999994
15381,00000000ac57dca93b6eddf4ef9302be09c22578270841512862a938b5c6bed6,1,0,
15382,0000000078d631a406a5c94a37378fb5ccad65eab9cda66c9212885aa0d5d3b4,0,1,0.999990
15383,00000000f46c2b8968c76a4ccbbb1a1b0f4e3e96b0b1918f57e87b6a3a194558,0,1,0.999965
15384,00000000ba58eed0111e7168cac7ca3c5cc6086bccb3e8932bd7e5f6b349913b,0,1,0.999967
15385,00000000bbbab75db862edee7d893a10b20bf6460437ce13b62743e281eac9dc,0,1,0.999957
15386,0000000066af76285d23e744c998a95dce596b66cb94ebc51b0bd9aa2db0f19e,0,1,0.999955
15387,000000002e92d7d2fd3cb35b54efef45017649c341aab874f2aa23c4ee2f4e3d,0,1,0.999964
15388,000000000cfd3e8b947485e47c91e91d4e47cdcf095c42ae762705e112f725b5,0,1,0.999963
15389,00000000a311385684ecbe6b46013a850543d0fa7321f0f582eb2c866cfc6c5d,0,1,0.999959
15390,00000000723269800daee8beb930bda5cd27253fc5305c520e96a855c3407433,0,1,0.999960
15391,0000000009b1a11b39a077a2ceaff5cc20473d7323394fab44476ca2749bad48,0,1,0.999975
15392,000000004cc98e7bdfacbd5b7ea28df91269ac81092de7f110d102dbf9f59172,0,1,0.999993
15393,00000000517333b58d2b3aa5d52f5015952eb45cc1223e573b96c1f23dce0fbc,0,1,0.999993
15394,000000004bd57a9c164b783b1fbbbc314906930c71b9c6105d23d46f9d1c11f3,0,1,0.999992
15395,000000002112da4ec7c9108cae734fcce376e3c40d05d21b5ddc947a083291d0,0,1,0.999991
15396,0000000073dc4f695449a04b66f7593fa9a5114e1c28275c0a1ab2948cd77fc7,1,0,
15397,00000000bcad0750e669e052d6845f56183fecf71f6e50ac908b6fd973d10902,0,1,0.999990
15398,000000007caf5cfde875d5c2f5570d5e8b718aef9c1192e6848b758a1c3573d4,0,1,0.999991
15399,000000000cfe2c9e3c241b88ec93b09c41538f43cddb22991097f659caea2e12,1,0,
15400,00000000cea8f9819b976381299be1ed0ee7bf50a43ada4be0b6586ee2df9d08,0,1,0.999988
15401,000000002aa6a35fb54b1ec830033e62eea9ea88b95e02f30ecce0b2e2053ab7,0,1,0.999989
15402,00000000f6645348e39e9d8ff7ac480d978354d8bac41c18965f7c7d6f942bfe,1,0,
15403,000000009e15ae5f935017f693cbdcc8b2bef4cd12b3871ce46a29998e8d7991,1,0,
15404,000000005182a35f028badc24ff9cfcfda192d7463e8c131d8d9bb0f23e9f87c,0,1,0.999992
15405,00000000428e8d1e3909f7a3ee5268d43aa481d5065df4af02daaf00454a7f90,0,1,0.999992
15406,000000008fa7b39f7c8843620e56fbcc7589d117424eba658806c3af3e4a62c7,0,1,0.999993
15407,00000000714404cddd711b1485134f77b204d27d4e66e9fab81ad8b07a809af4,1,0,
15408,000000009c176b3771f6cec894d0a3e11dcb9c673838fd51d235ae6bbcc81da7,0,1,0.999992
15409,000000005d90d746607fbe453f7b2bc0ab46ba4c4321f982ddb579a8cb4c5594,0,1,0.999988
15410,000000002c0dcb1efce0f53d417098f58c46fc87d8a40225bd7d85c51296277b,0,1,0.999990
15411,000000008343599f86d060ec451813c485887799171989784d4b0227e9061131,0,1,0.999986
15412,000000009d0b8af6152fd7624b607570e57ee69d1d860379008e831cbb625d31,0,1,0.999981
15413,00000000ec5a0699c9d2fb0af3d015adbad0208ef9524e434ce29b35c88214e9,1,0,
15414,0000000083616d6a80aa032cebd5c3e21cd3ef047d1afb982d56a6d0c84e3229,1,0,
15415,000000001abedd018ea3a79d3f6277227af1cfc1088cf697ad64e090c07fdfbd,0,1,0.999987
15416,000000006754345cd0b3785c9848dc239d1108a1c047278281e87c615ad28046,0,1,0.999991
15417,000000003de31455a3535b2e2b17cb75cea0c9160b675181e47f3fe208b791d6,0,1,0.999991
15418,00000000b5335c62196b0b58da6acc5f9bdc6bb376b2d27ddb3350e034deb07b,0,1,0.999990
15419,00000000f60abf4fff63d29ec936117e4cd4fa2e728563bf273b2a3c9247b259,1,0,
15420,0000000026deda0a7aaca1724e3db507bdbf30ba21e31805d27cb44ccace0c76,0,1,0.999988
15421,000000004ad8273b997ce563cd5d1219ec94652791f5bd9bf9c16059804da272,1,0,
15422,000000003c85834a0014e5a42afe140462f8ddf88c5ff27fe257d3449e7d733e,0,1,0.999987
15423,00000000cc81b1f9f5e1c5a5ba26847ee57959c21ddb341e3346a3b77af40edb,0,1,0.999982
15424,000000001c3346ae3c598eceda97e992eb5211fadea1251c99f04c5c8b22675f,1,0,
15425,0000000053e6bbf9baf0f7c06d4081c88305a33108deb28e386666131169f84b,1,0,
15426,000000005675f0ced5da37a374a9ecd428ded7779a3f84160eecaa001e55fb37,1,0,
15427,0000000099236cbab4d571929fa0af08dc976b10d58ac0455eedad515a40323e,0,1,0.999770
15428,000000003ee6aefd67b71cf4b0874f8e55efdb5e9ec6fe0fe778024b4971aa6b,0,1,0.999833
15429,000000007ff67dfc9c6da46af3a493a14b15d5f37266eb99ba19e51c3ae2127e,0,1,0.999828
15430,00000000e62cc529af33356df94339e8cdea72404bb9f14da0b6f7e18e3a8b37,0,0,
15431,000000004af311d4aef9e8de0ac63bf79d57c8068ce2887cfc8a47807b49fa77,0,1,0.999912
15432,0000000024f46d2f6179c5ead2e1ffc3b3b19d9e1eff3d416e5737cac8c248ed,0,1,0.999922
15433,00000000b86e9a5814284d1702a9311f968bd0f076e33831bfc6aed5a31c9de0,1,0,
15434,00000000f1657e97b39de7263429f7044d212593044d2ae898f22fe9277a8d6b,0,1,0.999927
15435,00000000eed585b06de673b2a8dce15f1550f58fc0e3504fb9cd9cf9bb7ce9ff,0,1,0.999919
15436,00000000b2305121aea81a30e772a8903edea81a140396ca4e3cd57098051e3d,0,1,0.999930
15437,0000000039ea0fca6c7d017d3e399f1476b0a1e44175a7b14b79edf1e425bbf3,0,1,0.999826
15438,0000000059f1538b6826485c0dd4f617e5a14ea60d6be689096ad33b353a4c6a,0,1,0.999936
15439,00000000736888e72e9a55db35c6919c603b80f8acc60c1d2d2625f05b7bba3f,0,1,0.999858
15440,000000007e0839f528aa1a6d4a4356a1adb36e47d5948f0901c43aa89f459f00,1,0,
15441,0000000079c042ea8cf4a730b611797076ef0b252ac5c00a82d4b572cd121c4c,1,0,
15442,00000000b11c395d6f86218bd48ebd84d33d1daec38c03dcd5ab923922a0f0cd,0,1,0.999856
15443,00000000f236450b36f9e87db4717a4a64601636683b80374dd474dd935e3ce6,0,1,0.999887
15444,000000009365442332aab351def3b3f3a0dd918d7aac3dcc1013ec336ecc3c43,0,1,0.999619
15445,00000000efbe4ed78160d6f3b920ce08768d28c1f2d51baf934aa743e1c7adb8,0,1,0.999935
15446,00000000d20a39c0068238c8c8f171d09a1597ae0179cc202cb8451b8398f722,0,1,0.999950
15447,000000006cc4918189595da728c953642405ca9a649c474a93f3f8a027f99a97,0,1,0.999817
15448,0000000058f9c03e333e93ee569045793558f6b23e9fe4534e0f0501c679ab3d,0,1,0.999875
15449,000000004195010795c318a6bab4891f5a85bf102db06dec241b900b988867c0,0,1,0.999949
15450,00000000e1ab4a59173466c5771e8f9b411d28f1f108cf85c337b1c5ef552449,1,0,
15451,0000000006ea6b19e0412b065b79c0b3381543edb81998ce0fdb322d697925b6,0,1,0.999946
15452,000000003d2f49e08d2cacc27b2da3770d03d6621d3b34d9392e0c87a1120c37,0,1,0.999955
15453,000000008dbe4c9259635f69cca83e2662599ad2da0c4a292c8d824f29517dd8,0,1,0.999979
15454,0000000055564603bc501bea64a6ab7d23b5ac0f670d022e293defb12ae4344a,0,1,0.999927
15455,0000000020b26f6817664fc8fbda319bb0f96192649aa1d6101ed7eb97ff9db0,0,1,0.999905
15456,00000000191540c9fb4993e79b5115688f85a3bd60f3bb29200ba0e820ed0e23,0,1,0.999952
15457,0000000069c5583f41d1a9e94cdec4281256e41ab3eab18777b81b2012729507,0,1,0.999962
15458,0000000085d0f8316051d0d77c86ef760463cf86c5230b097eeffc1e67c9e4fe,0,1,0.999989
15459,0000000054ba187ab7bac3d67175ab76545a8c01538073df675e0b27d31d6c1a,0,1,0.999987
15460,00000000ec46f69240d4779dfe114bcdfe259e01236ad5d0a9d873463a02f428,0,1,0.999986
15461,00000000f4dcd82e46778871c94503917136ed7ea968f3bbd20f8fd828a4fecb,0,1,0.999990
15462,00000000524a8079c761443cc7740f41262dac54b9046dba209614fcc976ea39,0,1,0.999994
15463,0000000087bdcf4bb71355d4f62b15cf0814dd21741729c14f8c772284928d0f,1,0,
15464,0000000024a3f3fd2b4bef264edabefce71d55d16ec9dec5b6e6d727c34a4a7a,0,1,0.999969
15465,00000000e4a97275bf98b7bb50c291bd31d38b8f52103c2748bacb1b5459bb51,0,1,0.999991
15466,00000000ea071f7b8e2ca72e967fb97bd89b80aad7bd50e4f9e033c165a812dd,0,1,0.999962
15467,00000000e06a6a09d8c63220714b906337620fc5159009d7ba0ad8301507efe8,0,1,0.999954
15468,00000000c5e541c9f0e96ea0ead3ebc4fcaf8acbe93803fe1eb700e9fe8b97e9,0,1,0.999954
15469,00000000fca6feb7b49d02ed6a0c371e62ea83d237b17c30383fb3ee29621b86,0,1,0.999991
15470,0000000066193fada24ba4c8bc413abe713c53926738411425ceec47d5f870f1,0,1,0.999989
15471,00000000099ca3c1edb191ef9b59ee8ebbe75479cd4b6615522554dc53e11395,0,1,0.999989
15472,00000000906017008123f09cd7c379f381d3b4955ff3aef642bf4ae3b7e8b2b5,0,1,0.999988
15473,00000000747747254be7ebe359e008ceadea55df89730fbce774d3992a1f6349,0,1,0.999987
15474,000000009e19e6f9b586d4c514bb774a0f8b3a1fcac548cc502f57a8c25b7678,0,1,0.999989
15475,000000009ad4952ce58f612a31b57baae27e2533eb0fd37f58c1276aa06ccd8a,0,1,0.999989
15476,00000000a1fc89fa90edada489bbb6b7eaa0e6cac483b5bb349bbb5778fd85de,0,1,0.999992
15477,000000008fa2d9e25732eedab50df589ea78f5cda7cc49ddb15cc1299e278b0b,0,1,0.999993
15478,0000000068633d8c3c7557aacadb13d20161c19620009cd92798c14f94bd5458,1,0,
15479,00000000dc29c1eea29e268e8c6509aa2bd5101a0c7f67e3ff757a6db6a90e5c,0,1,0.999994
15480,000000006de4ef2054deb2f43553fcccd122416163aac57cdbefb1c5f29a7642,0,1,0.999995
15481,00000000b126e8c252e56d41d20093a2381dab1d630823203fac78708ee60253,0,1,0.999995
15482,00000000dd70f8ed94f84a8379d6e2e4363bf9418369a9c98d09fb5375efed03,0,1,0.999995
15483,000000001872595cd2cfd3a81f9d2e48be3b3c80e8ea1fcb0298b8dd8011bcc6,1,0,
15484,0000000094113734c592fc393f4decfa215aa82348c61bd2b10c679116466d43,0,1,0.999995
15485,00000000df1bcd4bd4fe3e25bfc291642c348a3cab7ee10933304f3d8bb065c1,0,1,0.999994
15486,0000000068fabe12edf081be22a8f918e62d9f4957b983a65d5c65e5d59e0c66,0,1,0.999994
15487,0000000015c8ad0c909ee4458b6b3f5e75a28ad48a3c7237a1396bb1ee468b94,0,1,0.999991
15488,0000000077781be3ff0dafd25dd60f02e0ee3ed9b9522c97e23f79841b05e82e,0,1,0.999995
15489,00000000516e5788b37a5f9157bd9e80b1df51545cd93ba21e252260edcf9d37,0,1,0.999993
15490,00000000ece0510b40263de5dba3d8aa4eb8b033ebdde1645f94c08e4bf1cc45,0,1,0.999995
15491,00000000f2a8a4d06f501d4a7338f8295d9a883783f34a7e9384b0ffcb432977,0,1,0.999995
15492,0000000071a33777cab24683e161789f045ade9141b825eb81ebbce08ab5e497,0,1,0.999975
15493,00000000e820d306599d148da18b8ba1007077133012b1916a906348ec7d3310,0,1,0.999973
15494,00000000f592b96d2ae7bdc3f77e550f5057bc41554786daed61ab776458079c,0,1,0.999974
15495,00000000d75da33616660a2004599463d1c3828d9947dc498fc6f5c65acb6f59,0,1,0.999977
15496,000000008d78d58371ec03d233efa298c93ded36ce09687ea481c30ba062857e,0,1,0.999979
15497,000000005e7b02fd9226b8071f63c09b59a5bd99ccccd68a78d7a30786b29057,0,1,0.999974
15498,00000000df0cc5a898df9a16f2df29e0a12525359892d0676575eda1882f0238,1,0,
15499,000000006d5fc269100768ad9f2e4e417c95b67cfc53bc4278b7eb8ea7c71b8b,0,1,0.999979
15500,00000000ac8659ef86a83415f54e92cf870090d8a4f528b4804264e3c36ba00b,1,0,
15501,00000000496de44942d7844590be1bb9ce500c59a7797ca4df406ad3968fe8a4,0,1,0.999963
15502,000000004189b1ce5ef0ffe2959a1d7df7b17005f2806185d063f6c2571bb494,0,1,0.999993
15503,00000000cb4d3af177ae5094208e00e919cbec3934d4f667c6db3c3e84603836,0,1,0.999990
15504,00000000a234adb205d51d3e3e00a01728d26d24b6c9408aba3846fd827bdfc6,0,1,0.999988
15505,000000002dd39d7b56f59ef17dfdf7c5a01c62bb7ff0dbf717dd25fc4a20a3d5,0,1,0.999987
15506,00000000dcad2a51d1810565d9cc3e5c801493310a4531174d96309610aecae4,0,1,0.999985
15507,00000000f794e69c0cecfadcd7a0af3f81cdd3b824f247b099b3428bfecb0601,0,1,0.999988
15508,0000000016410c99d4fd03b8644e99c9d50ef1ca545a41aa3154e4221af9237f,0,1,0.999991
15509,000000009b4ad270a8f59fc52aa04df0084e165f8b0c6e4435925421b429e228,0,1,0.999993
15510,0000000028e83a3d2b2a0c8938f62aba9a743d7c0300a109864ce853584f52bb,1,0,
15511,000000009212396ec7bb648b5c0f92ef42fa6c65a2ef3dbaa313fbf9023b6c9a,0,1,0.999990
15512,000000004330eaecfdf3a3b2ce862eea0b681eb69ec5b890cfa5c44c1772d66d,1,0,
15513,00000000cbd6a81281baf6e4d26e64d71f34e7fc4184a6d2a77209552f8a0e5c,0,1,0.999913
15514,0000000000481708c7fd64fdde3109a278a75313ed8ee49f82116aa13dbffcc4,0,1,0.999992
15515,00000000fe272d836766cc14833a9b50cb49aa6ee9a06bdd9012524abdc98b9e,0,1,0.999894
15516,000000007e3157bc330b8da0b4e75450ccea441d030a40f88a36f97544fc0400,0,1,0.999886
15517,000000003982f18a1d1a879e32e7301018b79b0a13089e0cc3918da2e0300cbf,0,1,0.999894
15518,00000000a74ab1139d7570fd9d7344ada7802e574d0f28df3651336e141a4602,0,1,0.999914
15519,00000000c83185778b5fd0d33d4d1ec00036f2f7bd5ef93df5604200461c4656,0,1,0.999851
15520,0000000002912b0cd40ac5c55091f49fea79256903edbb3d1f617e14de771a09,0,1,0.999848
15521,000000008e29c33d6af649242451f6642e9df3c6bd146e74d8e5698357d66a9c,0,1,0.999934
15522,00000000419713942dad0d58f8eefbf7fef513db636242303808961f02fdafb6,0,1,0.999936
15523,00000000290519557ef68e23a567299c2b6a683917e97fc2950397583e203158,0,1,0.999929
15524,00000000b43669f197d87a52368361f3e179e7787894969ce7a447b1c27c10d8,0,1,0.999936
15525,0000000070901d7266d470fc53fc50e6cd0373c355b4bcd84791bf6f1cba4550,1,0,
15526,00000000d1f56e8723add1a3acb510c691c688f5b0988fef781ef8b1efe74f4a,0,1,0.999903
15527,00000000a769097c67a65c0dc0ccb65b9332bf6c5c94d5ae4b1c414bed7f2749,1,0,
15528,00000000b5c354096ade46b37288a0c48e62a80c35771cbfd26a29702392aea3,1,0,
15529,00000000df323535280c39bf8096c80ac9c2b1089739c0b6fa993b72ae58ef06,1,0,
15530,00000000b96383b4fa9fc8b435cf809cd1b75ca959f5133aa502a10a507cca14,0,1,0.999906
15531,000000005312fd226cc5f29264910252ca7e91862205ec74b52d84eaf0aef7b4,0,1,0.999897
15532,000000000c65eeb16c1fa4e0177d6ad8fe3b6ac6c7c0f13e3b8f666e306cd239,0,1,0.999902
15533,00000000024540357b696631726222958d22b45561cf1d2e33a547fd67762f97,1,0,
15534,0000000020ca24097df21504f0937ea54049106c2cf682778965266f887d51fe,0,1,0.999938
15535,0000000038d264ca8f7886b85e0e6be8bdf21210a808749f97bfc1d8ff1514d5,1,0,
15536,00000000a09ca874784ba133f63defe2b549b85ad0cb2e3c8ba5088eae935c7d,0,1,0.999935
15537,00000000afeb80a8e05119c8b3695e69a5c934d222ca33c83fbf622b25079e5c,1,0,
15538,0000000073c38c754f398c06cf829bcbbbeb5002357843450d30a53f0b21ee5d,0,1,0.999927
15539,000000005d60270037c559974b32251ffeb3b4c55afd518caf9ca0feb9e4781a,0,1,0.999929
15540,00000000892629f6e0cc3eb2f1dbf2e92b4cc13a1063bf00fbb9d8b0cfa494c5,1,0,
15541,00000000b856b752df28a43d1f782addc63685892163d027e69aadd68805e3ed,0,1,0.999893
15542,0000000068381b33044e604700d4fe79d74ee019765bec749b366a4fc21da80c,0,1,0.999879
15543,0000000034f9342d6925fe83f0ad5c7bc802a3b19ef1132ef18e47e1c7742c66,0,1,0.999934
15544,000000008ae96fbcec0958448837bbdb0892c952aa9e16eb050f1f71b34fb969,0,1,0.999898
15545,000000004976dbd1030dd550a89981fd61f6df009fa4a5dbc315f47dd7ae2895,1,0,
15546,0000000071e3e79790f06722ecdc862d11de28b10a6a2e4822a4b78f2dae1a19,0,1,0.999938
15547,00000000069917fd0dec2d2fdcc96c78cc2fd10eb325236d97909b28664dfda1,0,1,0.999936
15548,00000000f88d79b5ce779122c49d4e88a41e6b07fa3472dcfb7f42bc78781494,0,1,0.999881
15549,0000000019f39600b9ab5b3efbe08f67021070beb7f8bece71389a73cc771d05,0,1,0.999881
15550,000000008dba3a997e314b095300e0d74769ffec5b06289e84443a82ebe48bbe,0,1,0.999901
15551,0000000037ad604d5091b12efba660b29b81eae0ad77680f606ac6b353d89d89,0,1,0.999950
15552,0000000042f30755abd96a961c88c098f6b613ca97a5e0471267dc1ab4e2654f,1,0,
15553,0000000034cffcf7e07465230e927b17c1f71d25ab29773a657cca163dc02486,0,1,0.999892
15554,000000003fffe5eccdba848451551ceab75e11e53e04d4df7cb6c6279c600df5,0,1,0.999867
15555,0000000076e55f08aeab78be2d94217020c373a79224874f6460ad3325f26c37,0,1,0.999872
15556,00000000ab3a7d2ad7044357cb53d299f4b41b54943bc19f014e459a07305afd,0,1,0.999868
15557,00000000a3f437e6a74a7e7eda7fff77c295dab2b364cccc518a72606dc06112,0,1,0.999867
15558,00000000f7bb1beedb56db3cb07f7ad812d2db3e8840a3c0940133da6fc02dd2,0,1,0.999960
15559,00000000d1b77fbb966a4a9fc9ee1b5b00230c337e59d9aff4dd8b320d255b30,0,1,0.999944
15560,000000006452b810a32ea1979e0b60e06aea8dd73bbfb63bcc6ad99e8a40278a,0,1,0.999914
