date,timestamp,price,daily_high,block_height,epoch,epoch_height,subsidy,supply,market_cap,eod_utc
12/19/22,2022-12-19 23:50:00,16450.95417642902,16804.18694177554,768138,4,138138,6.25,19238368.75,316489522735.494,True
12/20/22,2022-12-20 23:50:00,16899.81654278975,16998.024968936006,768278,4,138278,6.25,19239243.75,325139689797.01434,True
12/21/22,2022-12-21 23:50:00,16810.931353941887,16915.801229885416,768421,4,138421,6.25,19240137.5,323444630752.9031,True
12/22/22,2022-12-22 23:50:00,16829.605383463084,16863.893867443374,768557,4,138557,6.25,19240987.5,323818226813.1459,True
12/23/22,2022-12-23 23:50:00,16795.752196334197,16884.32014304601,768688,4,138688,6.25,19241806.25,323180609584.8746,True
12/24/22,2022-12-24 23:50:00,16850.464096804895,16862.49276621357,768777,4,138777,6.25,19242362.5,324242738443.9549,True
12/25/22,2022-12-25 23:50:00,16838.620225324925,16860.553971121557,768916,4,138916,6.25,19243231.25,324029462926.8546,True
12/26/22,2022-12-26 23:50:00,16892.583089155054,16908.35219178152,769046,4,139046,6.25,19244043.75,325081608018.21,True
12/27/22,2022-12-27 23:50:00,16711.68712786828,16956.235111293467,769162,4,139162,6.25,19244768.75,321612554198.17676,True
12/28/22,2022-12-28 23:50:00,16547.566869596216,16754.429576323044,769331,4,139331,6.25,19245825.0,318471576148.0466,True
12/29/22,2022-12-29 23:50:00,16633.730496622004,16651.75666380368,769471,4,139471,6.25,19246700.0,320144420749.3347,True
12/30/22,2022-12-30 23:50:00,16605.92243616084,16642.33509867497,769630,4,139630,6.25,19247693.75,319625709487.4778,True
12/31/22,2022-12-31 23:50:00,16553.336986575105,16625.673665136997,769786,4,139786,6.25,19248668.75,318629700361.7074,True
1/1/23,2023-01-01 23:50:00,16620.819926680455,16627.695896626272,769941,4,139941,6.25,19249637.5,319944758541.37537,True
1/2/23,2023-01-02 23:50:00,16693.930009097385,16755.079320182183,770096,4,140096,6.25,19250606.25,321368273370.1927,True
1/3/23,2023-01-03 23:50:00,16682.715885309375,16760.44746598456,770250,4,140250,6.25,19251568.75,321168451802.75055,True
1/4/23,2023-01-04 23:50:00,16865.15975485146,16959.38823373957,770393,4,140393,6.25,19252462.5,324695855736.78687,True
1/5/23,2023-01-05 23:50:00,16841.821595524252,16882.903170811544,770550,4,140550,6.25,19253443.75,324263064736.9614,True
1/6/23,2023-01-06 23:50:00,16961.05741131378,16979.28056556557,770729,4,140729,6.25,19254562.5,326577739992.22943,True
1/7/23,2023-01-07 23:50:00,16950.888235989467,16973.514633270945,770884,4,140884,6.25,19255531.25,326398358143.35254,True
1/8/23,2023-01-08 23:50:00,17057.224457919016,17057.224457919016,771038,4,141038,6.25,19256493.75,328462336166.26465,True
1/9/23,2023-01-09 23:50:00,17190.709689133,17386.379932253883,771190,4,141190,6.25,19257443.75,331049124861.0587,True
1/10/23,2023-01-10 23:50:00,17437.107150361127,17478.21449251721,771359,4,141359,6.25,19258500.0,335812528055.2298,True
1/11/23,2023-01-11 23:50:00,17915.65251524473,17915.65251524473,771506,4,141506,6.25,19259418.75,345045053970.589,True
1/12/23,2023-01-12 23:50:00,18869.857175796245,19023.20777813059,771656,4,141656,6.25,19260356.25,363440171592.4546,True
1/13/23,2023-01-13 23:50:00,19865.27358276288,19951.008999941158,771816,4,141816,6.25,19261356.25,382632111481.3097,True
1/14/23,2023-01-14 23:50:00,21020.72155064192,21046.56067280632,771983,4,141983,6.25,19262400.0,404909546797.0849,True
1/15/23,2023-01-15 23:50:00,20873.352880342638,20985.72023360872,772149,4,142149,6.25,19263437.5,402092528625.9254,True
1/16/23,2023-01-16 23:50:00,21171.400108633272,21339.383602491554,772296,4,142296,6.25,19264356.25,407853394004.00006,True
1/17/23,2023-01-17 23:50:00,21187.13555809042,21370.756204865636,772453,4,142453,6.25,19265337.5,408177317184.8628,True
1/18/23,2023-01-18 23:50:00,20722.71808503464,21564.502212963143,772591,4,142591,6.25,19266200.0,399248031169.8944,True
1/19/23,2023-01-19 23:50:00,21067.802828202995,21153.45733111202,772736,4,142736,6.25,19267106.25,405915595545.0376,True
1/20/23,2023-01-20 23:50:00,22664.23598547725,22692.35783082474,772869,4,142869,6.25,19267937.5,436693082453.4266,True
1/21/23,2023-01-21 23:50:00,22795.682534805237,23271.6312888947,773007,4,143007,6.25,19268800.0,439245447626.65515,True
1/22/23,2023-01-22 23:50:00,22715.780947987507,23044.25329269048,773159,4,143159,6.25,19269750.0,437727419922.48224,True
1/23/23,2023-01-23 23:50:00,22954.110863578117,23121.683555955206,773316,4,143316,6.25,19270731.25,442342501534.7193,True
1/24/23,2023-01-24 23:50:00,22625.995897502617,23132.184245259024,773446,4,143446,6.25,19271543.75,436037869826.0422,True
1/25/23,2023-01-25 23:50:00,23149.5513940547,23611.45705291615,773618,4,143618,6.25,19272618.75,446152478251.1472,True
1/26/23,2023-01-26 23:50:00,23023.944572856795,23226.157289736955,773775,4,143775,6.25,19273600.0,443754298119.4127,True
1/27/23,2023-01-27 23:50:00,23071.798990193765,23352.52006110504,773930,4,143930,6.25,19274568.75,444698975822.6703,True
1/28/23,2023-01-28 23:50:00,23015.461679885702,23157.43845731701,774098,4,144098,6.25,19275618.75,443637264696.71136,True
1/29/23,2023-01-29 23:50:00,23773.985940647322,23898.411631014347,774258,4,144258,6.25,19276618.75,458282063145.71857,True
1/30/23,2023-01-30 23:50:00,22813.37972271359,23786.36617365652,774397,4,144397,6.25,19277487.5,439784642437.36475,True
