balance_filter,script_type_filter,spend_activity_filter,pubkey_count,utxo_count,supply_sats,exposed_pubkey_count,exposed_utxo_count,exposed_supply_sats,estimated_migration_blocks
all,All,active,2486623,38442287,331554798766081,2492226,38442287,331554798766081,6251.48
all,All,all,59305232,166328762,2005612301089328,16246369,102810196,702243961832789,20372.16
all,All,inactive,8222580,55143891,181769190062217,8226123,55143891,181769190062217,12039.44
all,All,never_spent,48596029,72742584,1492288312261030,5528020,9224018,188919973004491,2081.25
all,Other,active,8,8,56000,8,8,56000,0.00
all,Other,all,2514676,2738297,268842964013,2421650,2447391,6030713312,1046.32
all,Other,inactive,1959,3793,463890293,1960,3793,463890293,1.54
all,Other,never_spent,2512709,2734496,268379017720,2419682,2443590,5566767019,1044.78
all,P2PK,active,3,15,110000,3,15,110000,0.01
all,P2PK,all,37659,44633,171591953347753,37673,44632,171591953347753,16.70
all,P2PK,inactive,330,6940,23708222187,339,6940,23708222187,2.53
all,P2PK,never_spent,37326,37678,171568245015566,37331,37677,171568245015566,14.16
all,P2PKH,active,210171,3263666,40659533914328,210289,3263666,40659533914328,1259.44
all,P2PKH,all,21267562,44418085,459667350945894,3994062,17501962,118621586600912,6881.02
all,P2PKH,inactive,3710958,14026315,77893116159766,3711038,14026315,77893116159766,5539.03
all,P2PKH,never_spent,17346433,27128104,341114700871800,72735,211981,68936526818,82.55
all,P2SH,active,189577,1683635,69156675640268,192737,1683635,69156675640268,698.91
all,P2SH,all,6243974,12158090,393229751079533,1159129,5671148,127890416778323,2412.20
all,P2SH,inactive,963886,3987513,58733741138055,966392,3987513,58733741138055,1713.29
all,P2SH,never_spent,5090511,6486942,265339334301210,0,0,0,0.00
all,P2TR,active,651765,22127562,4934170092512,651765,22127562,4934170092512,2751.03
all,P2TR,all,4956040,54438479,22798955165561,4956040,54438479,22798955165561,6918.97
all,P2TR,inactive,1276599,25786695,620964742220,1276599,25786695,620964742220,3229.22
all,P2TR,never_spent,3027676,6524222,17243820330829,3027676,6524222,17243820330829,938.73
all,P2WPKH,active,1389349,10943849,164228925357056,1389436,10943849,164228925357056,1452.38
all,P2WPKH,all,23112323,49685146,815974823445113,3617797,22153383,192019964149762,2976.22
all,P2WPKH,inactive,2223520,11202986,27757634428447,2223568,11202986,27757634428447,1522.80
all,P2WPKH,never_spent,19499454,27538311,623988263659610,4793,6548,33404364259,1.03
all,P2WSH,active,45750,423552,52575493595917,48213,423552,52575493595917,89.71
all,P2WSH,all,1172998,2846032,142080624141461,94585,553201,69315055077166,120.73
all,P2WSH,inactive,45328,129649,16739561481249,46372,129649,16739561481249,31.02
all,P2WSH,never_spent,1081920,2292831,72765569064295,0,0,0,0.00
ge1,All,active,39782,4887283,326886649161905,45385,4887283,326886649161905,1341.53
ge1,All,all,979975,10948816,1863736795008451,161723,7629527,686390426067631,2110.89
ge1,All,inactive,66948,2398115,172419074042250,70491,2398115,172419074042250,698.12
ge1,All,never_spent,873245,3663418,1364431071804296,45847,344129,187084702863476,71.24
ge1,Other,all,5,197330,263358586311,9,10,598014231,0.00
ge1,Other,inactive,1,6,202304590,2,6,202304590,0.00
ge1,Other,never_spent,4,197324,263156281721,7,4,395709641,0.00
ge1,P2PK,all,34295,34396,171577432240470,34309,34395,171577432240470,12.84
ge1,P2PK,inactive,9,9,23264000000,18,9,23264000000,0.00
ge1,P2PK,never_spent,34286,34387,171554168240470,34291,34386,171554168240470,12.83
ge1,P2PKH,active,5690,2307184,39964556022333,5808,2307184,39964556022333,883.92
ge1,P2PKH,all,227071,4831148,428548849998765,71259,3579084,113161574558066,1372.46
ge1,P2PKH,inactive,31138,1195798,73135874054718,31218,1195798,73135874054718,459.39
ge1,P2PKH,never_spent,190243,1328166,315448419921714,34233,76102,61144481015,29.15
ge1,P2SH,active,5691,502432,68718151953804,8851,502432,68718151953804,194.53
ge1,P2SH,all,192203,1228094,369365623827262,23004,812114,126268625650935,320.28
ge1,P2SH,inactive,11647,309682,57550473697131,14153,309682,57550473697131,125.75
ge1,P2SH,never_spent,174865,415980,243096998176327,0,0,0,0.00
ge1,P2TR,active,1360,202608,4760233498173,1360,202608,4760233498173,24.98
ge1,P2TR,all,13267,789075,20670045611945,13267,789075,20670045611945,97.66
ge1,P2TR,inactive,448,353108,466068654432,448,353108,466068654432,43.45
ge1,P2TR,never_spent,11459,233359,15443743459340,11459,233359,15443743459340,29.22
ge1,P2WPKH,active,26002,1792431,160973938564074,26089,1792431,160973938564074,228.81
ge1,P2WPKH,all,483646,3730659,734260744780011,49443,2324698,185543309205463,297.46
ge1,P2WPKH,inactive,23252,531989,24544119668379,23300,531989,24544119668379,68.61
ge1,P2WPKH,never_spent,434392,1406239,548742686547558,54,278,25250973010,0.04
ge1,P2WSH,active,1039,82628,52469769123521,3502,82628,52469769123521,9.29
ge1,P2WSH,all,29488,138114,139050739963687,4999,90151,69168840786521,10.20
ge1,P2WSH,inactive,453,7523,16699071663000,1497,7523,16699071663000,0.91
ge1,P2WSH,never_spent,27996,47963,69881899177166,0,0,0,0.00
ge10,All,active,8119,1199721,318394845414288,9992,1199721,318394845414288,251.20
ge10,All,all,150262,2868425,1658360885207952,55932,1754038,660051061142104,439.65
ge10,All,inactive,9323,437949,157266130337095,10217,437949,157266130337095,145.84
ge10,All,never_spent,132820,1230755,1182699909456569,35723,116368,184390085390721,42.62
ge10,Other,all,1,197320,262760572080,0,0,0,0.00
ge10,Other,never_spent,1,197320,262760572080,0,0,0,0.00
ge10,P2PK,all,34210,34239,171553806527776,34211,34238,171553806527776,12.78
ge10,P2PK,inactive,7,7,22364000000,9,7,22364000000,0.00
ge10,P2PK,never_spent,34203,34232,171531442527776,34202,34231,171531442527776,12.77
ge10,P2PKH,active,1313,244948,38692541350586,1343,244948,38692541350586,93.87
ge10,P2PKH,all,36161,1203908,380026734077256,40508,588565,104768393744395,225.70
ge10,P2PKH,inactive,4953,267961,66031993971655,4974,267961,66031993971655,102.85
ge10,P2PKH,never_spent,29895,690999,275302198755015,34191,75656,43858422154,28.98
ge10,P2SH,active,1285,172142,67437032176287,2079,172142,67437032176287,58.60
ge10,P2SH,all,24228,331841,326117655401172,4588,247317,122346389853200,89.41
ge10,P2SH,inactive,1884,75175,54909357676913,2509,75175,54909357676913,30.81
ge10,P2SH,never_spent,21059,84524,203771265547972,0,0,0,0.00
ge10,P2TR,active,278,22489,4472406591162,278,22489,4472406591162,2.78
ge10,P2TR,all,1844,29443,17643916178402,1844,29443,17643916178402,3.70
ge10,P2TR,inactive,56,487,363929357314,56,487,363929357314,0.06
ge10,P2TR,never_spent,1510,6467,12807580229926,1510,6467,12807580229926,0.86
ge10,P2WPKH,active,4839,701117,155494789151665,4869,701117,155494789151665,89.26
ge10,P2WPKH,all,48266,996515,629885516416728,7200,791969,174853137795849,100.90
ge10,P2WPKH,inactive,2317,90838,19351144433319,2328,90838,19351144433319,11.64
ge10,P2WPKH,never_spent,41110,204560,455039582831744,3,14,7204210865,0.00
ge10,P2WSH,active,404,59025,52298076144588,1509,59025,52298076144588,6.69
ge10,P2WSH,all,5552,75159,132870496034538,1883,62506,68885417042482,7.16
ge10,P2WSH,inactive,106,3481,16587340897894,374,3481,16587340897894,0.47
ge10,P2WSH,never_spent,5042,12653,63985078992056,0,0,0,0.00
ge100,All,active,2721,315710,303137482148703,3577,315710,303137482148703,91.67
ge100,All,all,19950,1177393,1235060231210368,5494,459237,449743100702248,142.52
ge100,All,inactive,1383,142505,136088370752374,1738,142505,136088370752374,50.71
ge100,All,never_spent,15846,719178,795834378309291,179,1022,10517247801171,0.14
ge100,Other,all,1,197320,262760572080,0,0,0,0.00
ge100,Other,never_spent,1,197320,262760572080,0,0,0,0.00
ge100,P2PK,all,24,26,1024621000000,24,26,1024621000000,0.01
ge100,P2PK,never_spent,24,26,1024621000000,24,26,1024621000000,0.01
ge100,P2PKH,active,307,145706,35778793857812,322,145706,35778793857812,55.82
ge100,P2PKH,all,5091,713340,297009702459089,1074,246235,90238621869487,94.35
ge100,P2PKH,inactive,725,100529,54459828011675,728,100529,54459828011675,38.54
ge100,P2PKH,never_spent,4059,467105,206771080589602,24,0,0,0.00
ge100,P2SH,active,308,74063,64648479705729,651,74063,64648479705729,23.98
ge100,P2SH,all,4044,116641,273311105955399,1166,97801,115363745333981,33.80
ge100,P2SH,inactive,285,23738,50715265628252,515,23738,50715265628252,9.83
ge100,P2SH,never_spent,3451,18840,157947360621418,0,0,0,0.00
ge100,P2TR,active,49,1319,3878132912246,49,1319,3878132912246,0.16
ge100,P2TR,all,215,2371,13609082387518,215,2371,13609082387518,0.30
ge100,P2TR,inactive,11,56,238322674101,11,56,238322674101,0.01
ge100,P2TR,never_spent,155,996,9492626801171,155,996,9492626801171,0.13
ge100,P2WPKH,active,1873,72787,147248128566811,1891,72787,147248128566811,9.33
ge100,P2WPKH,all,9270,120189,531366315241782,2204,89196,161535155156574,11.43
ge100,P2WPKH,inactive,312,16409,14287026589763,313,16409,14287026589763,2.10
ge100,P2WPKH,never_spent,7085,30993,369831160085208,0,0,0,0.00
ge100,P2WSH,active,184,21835,51583947106105,706,21835,51583947106105,2.38
ge100,P2WSH,all,1305,27506,118476643594500,881,23608,67971874954688,2.63
ge100,P2WSH,inactive,50,1773,16387927848583,175,1773,16387927848583,0.25
ge100,P2WSH,never_spent,1071,3898,50504768639812,0,0,0,0.00
ge1000,All,active,381,105214,228412589875132,693,105214,228412589875132,30.20
ge1000,All,all,2040,422414,720607784948159,1141,188318,339310109173119,60.75
ge1000,All,inactive,244,82964,104083103188934,423,82964,104083103188934,30.53
