balance_filter,script_type_filter,spend_activity_filter,pubkey_count,utxo_count,supply_sats,exposed_pubkey_count,exposed_utxo_count,exposed_supply_sats,estimated_migration_blocks
all,All,active,2513941,39513326,331005024758111,2519362,39513326,331005024758111,6383.53
all,All,all,59017288,165907228,2004674801468110,16155278,102575120,699240050485937,20321.43
all,All,inactive,8128424,53875836,180066540745970,8131897,53875836,180066540745970,11864.54
all,All,never_spent,48374923,72518066,1493603235964029,5504019,9185958,188168484981856,2073.36
all,Other,active,8,8,56000,8,8,56000,0.00
all,Other,all,2505674,2728952,268836628042,2414018,2439600,6025236480,1043.00
all,Other,inactive,1959,3793,463890293,1960,3793,463890293,1.54
all,Other,never_spent,2503707,2725151,268372681749,2412050,2435799,5561290187,1041.45
all,P2PK,active,3,15,110000,3,15,110000,0.01
all,P2PK,all,37660,44629,171591953344971,37674,44628,171591953344971,16.70
all,P2PK,inactive,330,6939,23708222160,339,6939,23708222160,2.53
all,P2PK,never_spent,37327,37675,171568245012811,37332,37674,171568245012811,14.16
all,P2PKH,active,214558,3279140,40160187142548,214680,3279140,40160187142548,1265.56
all,P2PKH,all,21284340,44443179,460954561677492,3992689,17519184,119049987844120,6887.55
all,P2PKH,inactive,3705178,14028441,78827556483230,3705256,14028441,78827556483230,5539.59
all,P2PKH,never_spent,17364604,27135598,341966818051714,72753,211603,62244218342,82.40
all,P2SH,active,192977,1723369,70951838681213,195936,1723369,70951838681213,715.63
all,P2SH,all,6264215,12175434,393851247811043,1155683,5665950,128598764127439,2409.76
all,P2SH,inactive,957286,3942581,57646925446226,959747,3942581,57646925446226,1694.13
all,P2SH,never_spent,5113952,6509484,265252483683604,0,0,0,0.00
all,P2TR,active,674944,22993459,4260387816146,674944,22993459,4260387816146,2858.58
all,P2TR,all,4928677,54420970,21357519495750,4928677,54420970,21357519495750,6915.58
all,P2TR,inactive,1242409,24933087,597099544086,1242409,24933087,597099544086,3122.68
all,P2TR,never_spent,3011324,6494424,16500032135518,3011324,6494424,16500032135518,934.32
all,P2WPKH,active,1386353,11253213,163724982419578,1386446,11253213,163724982419578,1491.54
all,P2WPKH,all,22824174,49249853,815827009847831,3568401,22095200,190019628774673,2966.60
all,P2WPKH,inactive,2177151,10835529,26262244030097,2177198,10835529,26262244030097,1474.05
all,P2WPKH,never_spent,19260670,27161111,625839783398156,4757,6458,32402324998,1.02
all,P2WSH,active,45098,264122,51907628532626,47588,264122,51907628532626,52.22
all,P2WSH,all,1172548,2844211,140823672662981,92716,389588,68616171662504,82.24
all,P2WSH,inactive,44111,125466,16708543129878,45128,125466,16708543129878,30.01
all,P2WSH,never_spent,1083339,2454623,72207501000477,0,0,0,0.00
ge1,All,active,40113,4927650,326338756807866,45534,4927650,326338756807866,1350.80
ge1,All,all,977362,11099978,1863703790837998,160698,7621672,683548855874506,2112.77
ge1,All,inactive,66010,2367687,170860613717501,69483,2367687,170860613717501,693.03
ge1,All,never_spent,871239,3804641,1366504420312631,45681,326335,186349485349139,68.94
ge1,Other,all,5,197330,263358586311,9,10,598014231,0.00
ge1,Other,inactive,1,6,202304590,2,6,202304590,0.00
ge1,Other,never_spent,4,197324,263156281721,7,4,395709641,0.00
ge1,P2PK,all,34295,34392,171577432237139,34309,34391,171577432237139,12.84
ge1,P2PK,inactive,9,9,23264000000,18,9,23264000000,0.00
ge1,P2PK,never_spent,34286,34383,171554168237139,34291,34382,171554168237139,12.83
ge1,P2PKH,active,5692,2315612,39502308105460,5814,2315612,39502308105460,887.14
ge1,P2PKH,all,227154,4836146,429872523546638,71214,3587681,113637154705493,1375.75
ge1,P2PKH,inactive,31090,1196379,74080434177024,31168,1196379,74080434177024,459.61
ge1,P2PKH,never_spent,190372,1324155,316289781264154,34232,75690,54412423009,28.99
