balance_filter,script_type_filter,spend_activity_filter,pubkey_count,utxo_count,supply_sats,exposed_pubkey_count,exposed_utxo_count,exposed_supply_sats,estimated_migration_blocks
all,All,active,2450995,37309991,328317791982626,2456631,37309991,328317791982626,6080.85
all,All,all,59371462,166293243,2006237301058166,16286762,102682042,701834534620722,20332.09
all,All,inactive,8285920,56134647,187893488367847,8289519,56134647,187893488367847,12166.75
all,All,never_spent,48634547,72848605,1490026020707693,5540612,9237404,185623254270249,2084.49
all,Other,active,8,8,56000,8,8,56000,0.00
all,Other,all,2518531,2742218,268845781688,2424551,2450353,6032998942,1047.59
all,Other,inactive,1959,3793,463890293,1960,3793,463890293,1.54
all,Other,never_spent,2516564,2738417,268381835395,2422583,2446552,5569052649,1046.05
all,P2PK,active,3,15,110000,3,15,110000,0.01
all,P2PK,all,37661,44636,171591953405666,37675,44635,171591953405666,16.70
all,P2PK,inactive,331,6941,23708223853,340,6941,23708223853,2.53
all,P2PK,never_spent,37327,37680,171568245071813,37332,37679,171568245071813,14.16
all,P2PKH,active,199355,3213311,39670940882769,199470,3213311,39670940882769,1239.66
all,P2PKH,all,21239299,44355165,457719563123776,3981925,17455878,117604664362800,6862.82
all,P2PKH,inactive,3709632,14029612,77866577184455,3709715,14029612,77866577184455,5540.24
all,P2PKH,never_spent,17330312,27112242,340182045056552,72740,212955,67146295576,82.92
all,P2SH,active,183232,1674110,68037650050459,186450,1674110,68037650050459,694.72
all,P2SH,all,6238575,12146705,391378267144330,1155370,5663775,126992731868250,2409.01
all,P2SH,inactive,966363,3989665,58955081817791,968920,3989665,58955081817791,1714.29
all,P2SH,never_spent,5088980,6482930,264385535276080,0,0,0,0.00
all,P2TR,active,633264,21334872,7912489571307,633264,21334872,7912489571307,2652.69
all,P2TR,all,4973614,54394202,22473117864365,4973614,54394202,22473117864365,6914.31
all,P2TR,inactive,1302985,26525648,610987738529,1302985,26525648,610987738529,3321.30
all,P2TR,never_spent,3037365,6533682,13949640554529,3037365,6533682,13949640554529,940.33
all,P2WPKH,active,1390174,10787159,160212539618542,1390263,10787159,160212539618542,1432.52
all,P2WPKH,all,23182795,49867945,820232545634990,3653479,22242409,194081976946528,2989.13
all,P2WPKH,inactive,2258378,11448714,33836784032304,2258427,11448714,33836784032304,1555.58
all,P2WPKH,never_spent,19534243,27632072,626183221984144,4789,6536,32653295682,1.03
all,P2WSH,active,44959,300516,52484171693549,47393,300516,52484171693549,61.25
all,P2WSH,all,1180987,2742372,142573008103351,94713,430790,69084057174171,92.52
all,P2WSH,inactive,46272,130274,16599885480622,47320,130274,16599885480622,31.28
all,P2WSH,never_spent,1089756,2311582,73488950929180,0,0,0,0.00
ge1,All,active,38910,4796786,323733823800555,44546,4796786,323733823800555,1326.02
ge1,All,all,979617,10874184,1864334241713010,161845,7553798,685953986174801,2096.10
ge1,All,inactive,67817,2402132,178442862333040,71416,2402132,178442862333040,697.27
ge1,All,never_spent,872890,3675266,1362157555579415,45883,354880,183777300041206,72.81
ge1,Other,all,5,197332,263358596332,9,10,598014231,0.00
ge1,Other,inactive,1,6,202304590,2,6,202304590,0.00
ge1,Other,never_spent,4,197326,263156291742,7,4,395709641,0.00
ge1,P2PK,all,34295,34397,171577432243273,34309,34396,171577432243273,12.84
ge1,P2PK,inactive,9,9,23264000000,18,9,23264000000,0.00
ge1,P2PK,never_spent,34286,34388,171554168243273,34291,34387,171554168243273,12.83
ge1,P2PKH,active,5496,2288466,39009417887843,5611,2288466,39009417887843,876.74
ge1,P2PKH,all,226591,4815982,426653983103511,71119,3564420,112172762279222,1366.83
ge1,P2PKH,inactive,31193,1198911,73104031531667,31276,1198911,73104031531667,460.59
ge1,P2PKH,never_spent,189902,1328605,314540533684001,34232,77043,59312859712,29.51
ge1,P2SH,active,5563,503969,67608655115840,8781,503969,67608655115840,195.26
ge1,P2SH,all,191544,1220102,367558816920864,23086,806260,125371313162455,317.90
ge1,P2SH,inactive,11748,302291,57762658046615,14305,302291,57762658046615,122.64
ge1,P2SH,never_spent,174233,413842,242187503758409,0,0,0,0.00
ge1,P2TR,active,1367,117850,7740330214815,1367,117850,7740330214815,14.56
ge1,P2TR,all,13331,715038,20332203054961,13331,715038,20332203054961,88.55
ge1,P2TR,inactive,468,354014,452997791540,468,354014,452997791540,43.57
ge1,P2TR,never_spent,11496,243174,12138875048606,11496,243174,12138875048606,30.43
