date_iso,timestamp_utc,price,block_height,days_ago,daily_dca_basis,weekly_dca_basis,monthly_dca_basis
2011-06-24,2011-06-24 23:50:00+00:00,18.5853960600,133135,5454,53.9724129229,54.1124233337,55.9119661443
2011-06-25,2011-06-25 23:50:00+00:00,17.9432756423,133280,5453,53.9912650404,54.1124233337,55.9119661443
2011-06-26,2011-06-26 23:50:00+00:00,16.3664385714,133429,5452,54.0111675131,54.1124233337,55.9119661443
2011-06-27,2011-06-27 23:50:00+00:00,16.7500666667,133598,5451,54.0339678187,54.1124233337,55.9119661443
2011-06-28,2011-06-28 23:50:00+00:00,16.9430025000,133757,5450,54.0560454551,54.1124233337,55.9119661443
2011-06-29,2011-06-29 23:50:00+00:00,16.8998333333,133928,5449,54.0777843904,54.1124233337,55.9119661443
2011-06-30,2011-06-30 23:50:00+00:00,16.1535981250,134121,5448,54.0996298016,54.1124233337,55.9119661443
2011-07-01,2011-07-01 23:50:00+00:00,15.3633281818,134292,5447,54.1229709029,54.2455342220,55.9119661443
2011-07-02,2011-07-02 23:50:00+00:00,15.4000000000,134462,5446,54.1480550699,54.2455342220,55.9119661443
2011-07-03,2011-07-03 23:50:00+00:00,15.4403966667,134626,5445,54.1730881850,54.2455342220,55.9119661443
2011-07-04,2011-07-04 23:50:00+00:00,13.8200560000,134798,5444,54.1980619985,54.2455342220,55.9119661443
2011-07-05,2011-07-05 23:50:00+00:00,12.8868056250,134936,5443,54.2271700860,54.2455342220,55.9119661443
2011-07-06,2011-07-06 23:50:00+00:00,14.7670711111,135091,5442,54.2591548766,54.2455342220,55.9119661443
2011-07-07,2011-07-07 23:50:00+00:00,14.7700784615,135225,5441,54.2858371910,54.2455342220,55.9119661443
2011-07-08,2011-07-08 23:50:00+00:00,14.3137700000,135390,5440,54.3125481082,54.4225716340,55.9119661443
2011-07-09,2011-07-09 23:50:00+00:00,14.3775000000,135537,5439,54.3404669242,54.4225716340,55.9119661443
2011-07-10,2011-07-10 23:50:00+00:00,14.7473900000,135676,5438,54.3682564125,54.4225716340,55.9119661443
2011-07-11,2011-07-11 23:50:00+00:00,14.2109984211,135832,5437,54.3951351911,54.4225716340,55.9119661443
2011-07-12,2011-07-12 23:50:00+00:00,14.0164816667,135973,5436,54.4234449801,54.4225716340,55.9119661443
2011-07-13,2011-07-13 23:50:00+00:00,13.9542942857,136163,5435,54.4523274347,54.4225716340,55.9119661443
2011-07-14,2011-07-14 23:50:00+00:00,13.9978090000,136309,5434,54.4814248811,54.4225716340,55.9119661443
2011-07-15,2011-07-15 23:50:00+00:00,13.8100000000,136471,5433,54.5104423304,54.6195473691,55.9119661443
