address,Year,grader,grade,grader link,auction date,auction sale amount,auction link
1AgyC8AtoFpnKbMzTPDZeaq9mgoLuKEHjj,2013,NGC,PF68UCAM,https://www.ngccoin.com/certlookup/8209222-003/68/,"Jan 20, 2025","$33,600.00",https://coins.ha.com/itm/cryptocurrency/casascius-silver-proof-loaded-unredeemed-01-bitcoin-btc-2013-pr68-ultra-cameo-ngc-/a/3128-36039.s?ic16=ViewItem-BrowseTabs-Inventory-BuyNowFromOwner-ThisAuction-120115
1AgypFukHgvnKv68xRzBjrEgjfeH9EmYXL,2013,PCGS,PR68DCAM,https://www.pcgs.com/cert/49748533,"Jan 20, 2025","$36,000.00",https://coins.ha.com/itm/cryptocurrency/casascius-silver-proof-loaded-unredeemed-01-bitcoin-btc-2013-pr68-deep-cameo-pcgs-/a/3128-36038.s?ic16=ViewItem-BrowseTabs-Auction-Archive-ThisAuction-120115
1AgyAERKfKpjeUG92CTVJEoWa8EWULoL3A,2013,NGC,PF69UCAM,https://www.ngccoin.com/certlookup/8209222-004/69/,"Jan 20, 2025","$40,800.00",https://coins.ha.com/itm/cryptocurrency/casascius-silver-proof-loaded-unredeemed-01-bitcoin-btc-2013-pr69-ultra-cameo-ngc-/a/3128-36037.s?ic16=ViewItem-BrowseTabs-Auction-Archive-ThisAuction-120115
1GDmtdStYTPfJYdqDNxuqj3S9RhuY4rNyo,2011,NGC,MS60,https://www.ngccoin.com/certlookup/8209228-001/60/,"Jan 20, 2025","$8,700.00",https://coins.ha.com/itm/cryptocurrency/casascius-gilt-brass-unloaded-redeemed-25-bitcoin-btc-2011-ms60-pcgs-/a/3128-36035.s?ic16=ViewItem-BrowseTabs-Auction-Archive-ThisAuction-120115
1PfqtGFjjabrsgmf5XinLM5HQPKqERJbnk,2011,NGC,MS62,https://www.ngccoin.com/certlookup/8209227-003/62/,"Jan 20, 2025",Not Sold,https://coins.ha.com/itm/cryptocurrency/casascius-brass-loaded-unredeemed-1-bitcoin-btc-2011-ms62-ngc-/a/3128-36034.s?ic16=ViewItem-BrowseTabs-Inventory-BuyNowFromOwner-ThisAuction-120115
1CAU8zUx2SsBPPkyHPw98Ee1vUJaskMryy,2011,NGC,MS65,https://www.ngccoin.com/certlookup/8209226-003/65/,"Jan 20, 2025","$111,000.00",https://coins.ha.com/itm/cryptocurrency/casascius-brass-loaded-unredeemed-1-bitcoin-btc-2011-ms65-ngc-/a/3128-36033.s?ic16=ViewItem-BrowseTabs-Auction-Archive-ThisAuction-120115
1CAEQzszk4xMsp5VgqHvb11HxFEYndRSf9,2011,PCGS,MS65,https://www.pcgs.com/cert/49744957,"Jan 20, 2025",Not Sold,https://coins.ha.com/itm/cryptocurrency/casascius-brass-loaded-unredeemed-1-bitcoin-btc-2011-ms65-pcgs-/a/3128-36032.s?ic16=ViewItem-BrowseTabs-Inventory-BuyNowFromOwner-ThisAuction-120115
19HJR3VHF5ahToSDnSUgafUqQfcmbQBYzU,2011,NGC,MS65,https://www.ngccoin.com/certlookup/8209218-001/65/,"Jan 20, 2025",Not Sold,https://coins.ha.com/itm/cryptocurrency/casascius-brass-casacius-loaded-unredeemed-1-bitcoin-btc-2011-ms65-ngc-/a/3128-36031.s?ic16=ViewItem-BrowseTabs-Auction-Archive-ThisAuction-120115
18JpEJvwMoF1bi1Kwyq11fBzMAGJadJNSF,2011,PCGS,MS66,https://www.pcgs.com/cert/49746343,"Jan 20, 2025",Not Sold,https://coins.ha.com/itm/cryptocurrency/cryptocurrency-casascius-brass-casacius-loaded-unredeemed-1-bitcoin-btc-2011-ms66-pcgs-/a/3128-36030.s?ic16=ViewItem-Inventory-BuyNowFromOwner-JumpLot-NextLot-050318
19MXSzwuK4ciuv2nKGmkHFDnFSgSzMi6hN,2011,NGC,MS66,https://www.ngccoin.com/certlookup/8209218-002/66/,"Jan 20, 2025","$111,000.00",https://coins.ha.com/itm/cryptocurrency/cryptocurrency-casascius-brass-casacius-loaded-unredeemed-1-bitcoin-btc-2011-ms66-ngc-/a/3128-36029.s?ic16=ViewItem-Auction-Archive-JumpLot-PreviousLot-050318
1Fpy2BYpr6T8ZXDaAnkh8cHbTb3b6xkm4B,2011,NGC,MS67,https://www.ngccoin.com/certlookup/8209216-002/67/,"Jan 20, 2025","$111,000.00",https://coins.ha.com/itm/cryptocurrency/cryptocurrency-casascius-brass-casacius-loaded-unredeemed-1-bitcoin-btc-2011-ms67-ngc-/a/3128-36028.s?ic16=ViewItem-Inventory-BuyNowFromOwner-JumpLot-PreviousLot-050318
19r1SK9yKh9jZnDprPxJN3ZkJGmUrx9JYD,2011,PCGS,MS67,https://www.pcgs.com/cert/49744955,"Jan 20, 2025","$111,000.00",https://coins.ha.com/itm/cryptocurrency/cryptocurrency-casascius-brass-casacius-loaded-unredeemed-1-bitcoin-btc-2011-ms67-pcgs-/a/3128-36027.s?ic16=ViewItem-Inventory-BuyNowFromOwner-JumpLot-PreviousLot-050318
1Ag2icXLE4yqwh6jYEvT3RFgXFfyA9v12h,2013,PCGS,PR62,https://www.pcgs.com/cert/51179609,"Jan 26, 2025","$108,000.00",https://coins.ha.com/itm/cryptocurrency/cryptocurrency-casascius-silver-proof-loaded-unredeemed-1-bitcoin-btc-2013-pr62-pcgs-/a/65185-98038.s?ic4=ListView-ShortDescription-071515
134mz6ZQa2Yv9Dwd7ESoXzjrCdojvGq6PK,2013,NGC,MS67,https://www.ngccoin.com/certlookup/6833758-048/67/,"May 1, 2025","$97,200.00",https://coins.ha.com/itm/cryptocurrency/cryptocurrency-casascius-brass-loaded-unredeemed-1-bitcoin-btc-2013-ms67-ngc-/a/3123-30070.s?ic4=ListView-ShortDescription-071515
1Ag6z4rQCA3czTJUYb4qKbtZrnKyecC8RK,2013,PCGS,PR69DCAM,https://www.pcgs.com/cert/51292920,"Jun 6, 2025","$117,000.00",https://coins.ha.com/itm/cryptocurrency/cryptocurrency-casascius-gilt-silver-loaded-unredeemed-gold-rim-1-bitcoin-btc-2013-pr69-deep-cameo-pcgs-/a/3131-30049.s?lotPosition=4&ic16=ViewItem-BrowseTabs-Auction-Archive-ArchiveSearchResults-012417
1GdgTNBLLn27WMSC8mnpewgNSCZqdwSGqA,2011,PCGS,Genuine,https://www.pcgs.com/cert/49747178,"Jun 6, 2025","$26,400.00",https://coins.ha.com/itm/cryptocurrency/casascius-gold-plated-brass-storage-bar-bearer-bar-loaded-unredeemed-01-bitcoin-btc-nd-2011-genuine-pcgs-/a/3131-30038.s?ic16=ViewItem-BrowseTabs-Auction-Archive-ThisAuction-120115
1FpaqKNFy5eake3pmMEPiPkvNsjuXiUCi,2011,NGC,MS66,https://www.ngccoin.com/certlookup/8209216-001/66/,"Jun 6, 2025","$108,000.00",https://coins.ha.com/itm/cryptocurrency/casascius-brass-casacius-loaded-unredeemed-1-bitcoin-btc-2011-ms66-ngc-/a/3131-30039.s?ic16=ViewItem-BrowseTabs-Inventory-BuyNowFromOwner-ThisAuction-120115
1PmdGw43ybCNs6DpBw6SKEDZayjRoc1N1B,2011,PCGS,MS66,https://www.pcgs.com/cert/49744959,"Jun 6, 2025",Not Sold,https://coins.ha.com/itm/cryptocurrency/casascius-brass-casacius-loaded-unredeemed-1-bitcoin-btc-2011-ms66-pcgs-/a/3131-30040.s?ic16=ViewItem-BrowseTabs-Inventory-BuyNowFromOwner-ThisAuction-120115
1EWgq7NLjG9GnjALsxd3Dk2FwtA2sQPa6Q,2011,NGC,MS64,https://www.ngccoin.com/certlookup/8209215-002/64/,"Jun 6, 2025",Not Sold,https://coins.ha.com/itm/cryptocurrency/casascius-brass-casacius-loaded-unredeemed-1-bitcoin-btc-2011-ms64-ngc-/a/3131-30041.s?ic16=ViewItem-BrowseTabs-Auction-Archive-ThisAuction-120115
18Nx9vx7uQfLUTKPGBNPiftXeAXukaBm85,2011,PCGS,MS64,https://www.pcgs.com/cert/49746300,"Jun 6, 2025",Not Sold,https://coins.ha.com/itm/cryptocurrency/casascius-brass-casacius-loaded-unredeemed-1-bitcoin-btc-2011-ms64-pcgs-/a/3131-30042.s?ic16=ViewItem-BrowseTabs-Auction-Archive-ThisAuction-120115
1CAH8ptQrd1MJuGXta7Nk2Li4axZRgnKRX,2012,NGC,MS65,https://www.ngccoin.com/certlookup/8209226-001/65/,"Jun 6, 2025",Not Sold,https://coins.ha.com/itm/cryptocurrency/casascius-brass-loaded-unredeemed-1-bitcoin-btc-2011-ms65-ngc-/a/3131-30043.s?ic16=ViewItem-BrowseTabs-Auction-Archive-ThisAuction-120115
1Auiao8gP7YEnaUF,2012,NGC,PF69UCAM,https://www.ngccoin.com/certlookup/5131537-002/69/,"Jun 6, 2025","$84,000.00",https://coins.ha.com/itm/cryptocurrency/casascius-gold-unloaded-unfunded-gold-cas-1000-bitcoin-btc-2012-pr69-ultra-cameo-ngc-/a/3131-30044.s?ic16=ViewItem-BrowseTabs-Auction-Archive-ThisAuction-120115
