Index,Address,Type,Status,Value,Balance,Create Block,Redeem Block,Create Time,Redeem Time
10205,1P3ZCv76cQJFkJYUjyGsJRjb7qqPRbrH2Y,S1-COIN-1,Active,1.00000000,1.00000000,157370,,1323802451,
10206,1P3zQrD16YYJFwBg1yGKFz5zcBL52ZgN3f,S1-COIN-1,Active,1.00000000,1.00000000,157370,,1323802451,
10207,1P4auaoCCCcboF5bNoAzptqCSU7hKEfVrF,S1-COIN-1,Active,1.00000000,1.00000000,157370,,1323802451,
10208,1P4HfwdwFBwciygLLY4s3XCQLpr9xa67VS,S1-COIN-1,Active,1.00000000,1.00000000,157370,,1323802451,
10209,1P4mVrEkwvxVSXEM6ZHgVmp4JkX1h1oNPV,S1-COIN-1,Active,1.00000000,1.00000000,157370,,1323802451,
10212,1P4TbUu8S767EkgsAS4kXrCggnyznYGj4z,S1-COIN-1,Active,1.00000000,1.00000000,157370,,1323802451,
10214,1P54vMAgoJ6r43ZoPzVkn3k4cXXXEa4P5d,S1-COIN-1,Active,1.00000000,1.00000000,160690,,1325747862,
10216,1P59BUzTBGt6Gev3JEULU2ZsizFSun7qKs,S1-COIN-1,Active,1.00000000,1.00000002,157370,,1323802451,
10218,1P5cL6kPRNQSkJRMUMqr6jeHhhHMzKJaEe,S1-COIN-1,Active,1.00000000,1.00000000,157370,,1323802451,
10219,1P5faKMAPi1YrAzbjQSmWqvzksz3UMkuRx,S1-COIN-1,Active,1.00000000,1.00000000,157370,,1323802451,
10220,1P5hBwxizfZmCRBjvrk2PBERKNKtfe5mxe,S1-COIN-1,Active,1.00000000,1.00000000,157370,,1323802451,
10221,1P5Hej1HwoLBNkXNPfMh5SdmW4vPmQivvP,S1-COIN-1,Active,1.00000000,1.00000000,157370,,1323802451,
10222,1P5JbboTgJD6Zup1R5AiDiBkazJ3yv2VBp,S1-COIN-1,Active,1.00000000,1.00000000,157370,,1323802451,
10223,1P5kYmm9SyvNB4vefdurS8PyGATbbciDGp,S1-COIN-1,Active,1.00000000,1.00000000,157370,,1323802451,
10229,1P5WakuzdKzeNQwVCcWCSa3Dfrmw5J4iwX,S1-COIN-1,Active,1.00000000,1.00000000,157370,,1323802451,
10233,1P6YAtC2HMih5gKrMY6cRzhDXrRawgUUzy,S1-COIN-1,Active,1.00000000,1.00000000,160690,,1325747862,
10236,1P73b2EYn6LX3nRpRVydZfa8M1kpdZH9oT,S1-COIN-1,Active,1.00000000,1.00000000,157293,,1323748952,
10238,1P79LMLDjQYLoGRppgTxTKEcPSG2yfbUfR,S1-COIN-1,Active,1.00000000,1.00000000,160690,,1325747862,
10239,1P7D29Mrka3iwjCJ16sFa5VjSF2ATFhxry,S1-COIN-1,Active,1.00000000,1.00000000,160690,,1325747862,
10241,1P7JRCL9egS7uT6mMMXjc3mx9AkDDTDz6T,S1-COIN-1,Active,1.00000000,1.00000000,160690,,1325747862,
10242,1p7usE7DbVBUPc5PatRcuLtEggBZrfZ7m,S1-COIN-1,Active,1.00000000,1.00000000,160690,,1325747862,
10243,1P7xKdAeyWJexDdWfkZvEYNfrFPsqLxXN1,S1-COIN-1,Active,1.00000000,1.00000000,160690,,1325747862,
10246,1P8ddeTYhPxDXAQVs1mUsv2q6cDnaW8PPb,S1-COIN-1,Active,1.00000000,1.00000000,160690,,1325747862,
10247,1P8gnYpLVsS1bxcUsJNhPmHw9HLhb9NjuT,S1-COIN-1,Active,1.00000000,1.00000000,160690,,1325747862,
10248,1P8jYePLjpvB2UW5drcTaYXcD8wV5dfyFy,S1-COIN-1,Active,1.00000000,1.00000000,160690,,1325747862,
10251,1P8qP6Wq9AmNr2BHkv9HwfMPNn65nqpdG1,S1-COIN-1,Active,1.00000000,1.00000000,160690,,1325747862,
10258,1P9bfQC5jSrWCYkxZ2p5vYhTUEekzdx6cs,S1-COIN-1,Active,1.00000000,1.00000000,160690,,1325747862,
10259,1P9EyMPKQ2WPV4pfBeWpcgf1HHC7vhVjbK,S1-COIN-1,Active,1.00000000,1.00000000,160690,,1325747862,
10260,1P9F9pBcs3E66vdajxozUtxjiCZCUfqPj4,S1-COIN-1,Active,1.00000000,1.00000000,160690,,1325747862,
10261,1P9GeRCrQuCWpUpUe18eD9s9NNxAjLrk4,S1-COIN-1,Active,1.00000000,1.00000000,163326,,1327222469,
10263,1P9ksFfEkXJBTZXEKMVLuw6WYgD2NV2QHm,S1-COIN-1,Active,1.00000000,1.00000000,160690,,1325747862,
10265,1P9oojeTygHdVpmfUZiPrk9iksKaaq6ReG,S1-COIN-1,Active,1.00000000,1.00000000,160690,,1325747862,
10267,1P9TCPuPQm9podkJzSYHHfadwvhgSbyTfQ,S1-COIN-1,Active,1.00000000,1.00000000,158375,,1324427798,
10268,1P9tyRzWiXVQHh3nE9BkGomAGs73LvtNkT,S1-COIN-1,Active,1.00000000,1.00000000,158375,,1324427798,
10269,1P9wyFMp8QwyYpNpHmvWhyn6dMtZPiBDrj,S1-COIN-1,Active,1.00000000,1.00000000,157293,,1323748952,
10270,1P9Y1p9dH5P3G3ee6C6o3wzJ1zH3Mu9WjG,S1-COIN-1,Active,1.00000000,1.00000002,158375,,1324427798,
10271,1PA1AAgGBTBQbWEC3ZifSxkrqyBV8zVm3D,S1-COIN-1,Active,1.00000000,1.00000002,158375,,1324427798,
10272,1PA3oSyFZ6fe1PjnXHs6DLcSgVfSJis8Aj,S1-COIN-1,Active,1.00000000,1.00000000,158375,,1324427798,
10273,1PAA2UkYiyQ6WZCB13G4gJF3DVSUpqmD3w,S1-COIN-1,Active,1.00000000,1.00000002,159784,,1325232868,
10274,1PAcKwpjqaX38EuyzYXUANUbm5EM8wo2Xz,S1-COIN-1,Active,1.00000000,1.00000000,158375,,1324427798,
10279,1PAJZmFTGQcPjybbo4Uga5LPpmGhqbpM1Y,S1-COIN-1,Active,1.00000000,1.00000000,168190,,1330055118,
10281,1PaLCapnRb48Sbig1mDmQYwx5bGLSYN8fr,S1-COIN-1,Active,1.00000000,1.00000000,169764,,1330967375,
10282,1PaLFwNNqvjWULaEwArajtM18hLi9G2fM,S1-COIN-1,Active,1.00000000,1.00000000,169764,,1330967375,
10283,1PAM6UMzbQXjVTNnhMRMhuiaVMFCWNqbKG,S1-COIN-1,Active,1.00000000,1.00000000,169764,,1330967375,
10284,1PanFFfQv7cFL62bYtdF1kgSugJjzAnJye,S1-COIN-1,Active,1.00000000,1.00000000,169764,,1330967375,
10285,1PapypkLdggbcnVdFBPNWVWbv7qJQZSkfq,S1-COIN-1,Active,1.00000000,1.00000000,169764,,1330967375,
10287,1PAT2UPBB9vDC5VXZTjEHnKa9yu33zo7jC,S1-COIN-1,Active,1.00000000,1.00000000,160690,,1325747862,
10290,1PayjGD9oac5JjDEiS2Bo5wETop9ELs5n6,S1-COIN-1,Active,1.00000000,1.00000000,163326,,1327222469,
10294,1Pbcm1GiTv15Vm2Yj3KvSxErD7c9uz45ps,S1-COIN-1,Active,1.00000000,1.00000000,160690,,1325747862,
10296,1PBkd2ej1QEL1iRejxXFoDqu1qsvocRbHj,S1-COIN-1,Active,1.00000000,1.00000000,168190,,1330055118,
10298,1PBQ5bKYBo4SBufuwkyp5NhX98M7bCwPkJ,S1-COIN-1,Active,1.00000000,1.00000000,168190,,1330055118,
10300,1PBt4JtbNy7DxVZLVaxir8PMd2KD75cQLE,S1-COIN-1,Active,1.00000000,1.00000000,168190,,1330055118,
10301,1PbT5HK8BxG8eouMtaDkE2bH5fzNtH1BiM,S1-COIN-1,Active,1.00000000,1.00000000,164454,,1327879694,
10304,1PC6WpkUAhtudkj1KjpMK7WaRhxnCDoKp4,S1-COIN-1,Active,1.00000000,1.00000002,168190,,1330055118,
10305,1PCCw8GcwK5RD5Ak8Pd48cMddbWvVHL45Y,S1-COIN-1,Active,1.00000000,1.00000000,164454,,1327879694,
10306,1PcFJ298VmgXqER6f5NKXW7kqDT1GfPZ5o,S1-COIN-1,Active,1.00000000,1.00000000,169764,,1330967375,
10307,1PcHncABZ9o8fESsBaGhzod72GxQrq4Dv3,S1-COIN-1,Active,1.00000000,1.00000000,157370,,1323802451,
10308,1PCjLyiLsaoefjYZWi3vpZHduziKhZn15X,S1-COIN-1,Active,1.00000000,1.00000002,157370,,1323802451,
10310,1PckTAS8SHFD4YKepdSYAeykZjQSaBkZWZ,S1-COIN-1,Active,1.00000000,1.00000000,157370,,1323802451,
10313,1PcXJJV5qET5zsF12V7vewCzW3PtavEgMK,S1-COIN-1,Active,1.00000000,1.00000000,160690,,1325747862,
10314,1PCYRQ16BzwkEa2K1eEFJjQcCwhCFvnAxM,S1-COIN-1,Active,1.00000000,1.00000000,169764,,1330967375,
10318,1PdAYYL1q8un74fp8jpfPhG6spxNPJzMoq,S1-COIN-1,Active,1.00000000,1.00000000,160690,,1325747862,
10322,1PDHjX4hP5oPM3kdTGV7WLavPLQuXbRm3k,S1-COIN-1,Active,1.00000000,1.00000000,174432,,1333657563,
10323,1PDkgarnKDKhB4xQHSoSrU1gPYdwJ5CoYb,S1-COIN-1,Active,1.00000000,1.00000000,173301,,1332954378,
10324,1PdLgvspBQD1zm71tx6SWCeRNNgww78AW3,S1-COIN-1,Active,1.00000000,1.00000000,169764,,1330967375,
10325,1Pdm2fyuEYnpc6YGEDHFqBnQTv1eX1n4Dy,S1-COIN-1,Active,1.00000000,1.00000000,169764,,1330967375,
10327,1PduqK4h2RQLQ7sd1hhJb3zuFMq3RN2hVK,S1-COIN-1,Active,1.00000000,1.00000000,183376,,1339046520,
10328,1PDw5KXW53sV388f1MnS2wN7v2ZTp6qRoT,S1-COIN-1,Active,1.00000000,1.00000000,168106,,1330003118,
10329,1PDWvgrRG777fA2wB2UPHefD81Z8bGjJAq,S1-COIN-1,Active,1.00000000,1.00000000,168106,,1330003118,
10330,1Pe4ckJaNCBCshVFU37SXVKLojV6ToLvb2,S1-COIN-1,Active,1.00000000,1.00000000,183376,,1339046520,
10331,1Pe7wcr6TdGurdpmNK1pAEGgVVutZ3DaED,S1-COIN-1,Active,1.00000000,1.00000000,174432,,1333657563,
10332,1PE8mQT3f2M6SQ4RUvdAvvEJS5234TGvFb,S1-COIN-1,Active,1.00000000,1.00000000,174432,,1333657563,
10333,1PeAgK1aMMGfrLpDEgSmc9mWGD9fuASSou,S1-COIN-1,Active,1.00000000,1.00000000,174432,,1333657563,
10334,1PEc6s1tMnhrKiiZFjUEcya93fSp1ayHhp,S1-COIN-1,Active,1.00000000,1.00000000,174432,,1333657563,
10336,1PEejxoBYMsRm9vgpau1Aw1XreuC8Q21Mk,S1-COIN-1,Active,1.00000000,1.00000000,173301,,1332954378,
10337,1PEEMKXGc7QZLfr1uxnMx9rpy7XVpEsiC1,S1-COIN-1,Active,1.00000000,1.00000000,171051,,1331681112,
10338,1PEFdyAB4pCvpE3yug1Wg7GRe7G5tnUfF5,S1-COIN-1,Active,1.00000000,1.00000000,174432,,1333657563,
10339,1PEMvr6Tmf74xMr4fGYQctubDqvp4ZV7kM,S1-COIN-1,Active,1.00000000,1.00000000,171051,,1331681112,
10340,1PeRsiVGgyV1EN5kzEcexquSNFmiJgF3Ay,S1-COIN-1,Active,1.00000000,1.00000000,173301,,1332954378,
10341,1PeSna3FzeEjVWvkJckpU3eTr3vsAikbiP,S1-COIN-1,Active,1.00000000,1.00000000,165218,,1328301038,
10344,1PEZsvLtJbejMswpRcNMbm4JTSndTrZAfd,S1-COIN-1,Active,1.00000000,1.00000000,164454,,1327879694,
10345,1Pf1ZLAgmkdSXQhk9MF5WHyP7NF5fZmMNi,S1-COIN-1,Active,1.00000000,1.00000000,165218,,1328301038,
10347,1PF3byXT8ShixprQQAiuyB6P9F72iTfRq7,S1-COIN-1,Active,1.00000000,1.00000000,169764,,1330967375,
10349,1Pf8pno17DiTio6WUsFJ9FGmnogvZhhQbz,S1-COIN-1,Active,1.00000000,1.00000000,173301,,1332954378,
10350,1PF9a6f7hogYEXJmivcDdayaDUvYRSEjUV,S1-COIN-1,Active,1.00000000,1.00000000,173301,,1332954378,
10352,1PFcmgwE8YCauFXFYXd4kmg5MPao9LtmVk,S1-COIN-1,Active,1.00000000,1.00000000,157293,,1323748952,
10362,1PFrAaweqsKHXczBF6oA9RuqQhJiAj2HCS,S1-COIN-1,Active,1.00000000,1.00000000,168190,,1330055118,
10363,1PfUeH21kop5BUakPmJ9ZPUGLJvNggUmB3,S1-COIN-1,Active,1.00000000,1.00000000,168190,,1330055118,
10365,1PfVGD2dFNCyDkWCPA5rr54ZzC2YfvXnAB,S1-COIN-1,Active,1.00000000,1.00000000,168190,,1330055118,
10370,1PGdNXFGRLbAi8m3Z2XsPnQ8zp9xo1RPmp,S1-COIN-1,Active,1.00000000,1.00000001,163326,,1327222469,
10374,1PGPSCrCyntMo3zEUpbmELGsK7iaMpu872,S1-COIN-1,Active,1.00000000,1.00000000,165218,,1328301038,
10375,1PGQ6cgC67rgxeq1BZ1spdLduYrbUGpeSf,S1-COIN-1,Active,1.00000000,1.00000000,165218,,1328301038,
10379,1Pgvdt6WkJ8sENRz4SjWwnoeExpYHLHU6M,S1-COIN-1,Active,1.00000000,1.00000000,165218,,1328301038,
10380,1PgYEJe7zvGwZH2nUuvwmQ5p2WeVBXk6Tt,S1-COIN-1,Active,1.00000000,1.00550000,165218,,1328301038,
10384,1PH4iWM1MxhjgCK7dg2Bq4CAFUN2cZzCSn,S1-COIN-1,Active,1.00000000,1.00000000,165218,,1328301038,
10387,1Ph99t7WKyCCagp4KYRsAg9G8nYEPVCoty,S1-COIN-1,Active,1.00000000,1.00000000,165218,,1328301038,
10388,1PHaKVcSnPKYUvHeYSB3WfRHb6neYbASpi,S1-COIN-1,Active,1.00000000,1.00000546,165218,,1328301038,
10390,1PHdfp6XEDqufJ7YtqXSnEmvjGJ9VFmhbS,S1-COIN-1,Active,1.00000000,1.00000001,165218,,1328301038,
10391,1PHe47YqpmDTXNKrGLpTcnVt9wnKyAy4uG,S1-COIN-1,Active,1.00000000,1.00000000,164047,,1327648102,
10392,1PHHdJpvekvS5oy8GowJGpWtJU7Pjt2uW9,S1-COIN-1,Active,1.00000000,1.00000000,164047,,1327648102,
10393,1PhhitsPN19GmpnV5bC454P1evLv5D5rxY,S1-COIN-1,Active,1.00000000,1.00000000,164047,,1327648102,
10394,1PHJFAAgFCuZ8nGHXhz8KMic9ZEgxUCsFK,S1-COIN-1,Active,1.00000000,1.00000000,164047,,1327648102,
10395,1Php2gTGMXyqDcDJWKQ9RiP9Q5wrk1mmd5,S1-COIN-1,Active,1.00000000,1.00000000,164047,,1327648102,
10397,1PhrRCXVMdbgUxdoZWToZJEokAm16588Ww,S1-COIN-1,Active,1.00000000,1.00000000,162024,,1326476339,
10398,1PiMgiixspmZwXJ4S7n1ffTtFZ98LYaGEw,S1-COIN-1,Active,1.00000000,1.00000002,162024,,1326476339,
10401,1PJ58TsoaDffQRQv64QhFdAAtEDsi42RvQ,S1-COIN-1,Active,1.00000000,1.00000000,162024,,1326476339,
10402,1PjAvdBnFxK5mpsJNyTUcprnKDRhZLmRJi,S1-COIN-1,Active,1.00000000,1.00000000,162024,,1326476339,
10404,1PJGVVGb5DBihRj9B92VHVdtn1v3VzYrhH,S1-COIN-1,Active,1.00000000,1.00000000,162024,,1326476339,
10405,1PjhVLDDsVQTD18LNWEeue9ow9f9FiiKRm,S1-COIN-1,Active,1.00000000,1.00000000,162024,,1326476339,
10410,1PJLawKsRDJyxS2kXYPKqE8qLWKno3UXWt,S1-COIN-1,Active,1.00000000,1.00000000,169764,,1330967375,
10414,1PJQbDJdBjyaf75yeMhPySsyRmR8TufR2Y,S1-COIN-1,Active,1.00000000,1.00000000,163326,,1327222469,
10415,1Pjvz6GMTW9LHgePvDtL3PKpiHcU2N6Cfz,S1-COIN-1,Active,1.00000000,1.00000000,163326,,1327222469,
10421,1Pjz97Uc1pPfoLUc6uHMH4mVA3z1aZ9vc3,S1-COIN-1,Active,1.00000000,1.00000000,161952,,1326429016,
10424,1Pk5ADL8NcogxS7Tkdzs68QnHK5zd9jzqj,S1-COIN-1,Active,1.00000000,1.00000000,161952,,1326429016,
10429,1PKihDLk7mvHv63MC8dAEaHaqSgxRj4Fja,S1-COIN-1,Active,1.00000000,1.00000000,164454,,1327879694,
10430,1PkMgNg9mqrHW5FjCBh624yUbCdLcfY6wz,S1-COIN-1,Active,1.00000000,1.00000000,164454,,1327879694,
10436,1PkxgLcFvNLnGpBfb24hLuKXfBngwwQ7eo,S1-COIN-1,Active,1.00000000,1.00000000,165218,,1328301038,
10437,1Pky9eTTBXB5TCdQrbDBrHmg36yFhkiLab,S1-COIN-1,Active,1.00000000,1.00000000,165218,,1328301038,
10440,1PLCvUbTwNXsEUUkY4y7Lr6PQhSaaGHarm,S1-COIN-1,Active,1.00000000,1.00000000,164454,,1327879694,
10441,1PLDsVmHNuXFCpmRhpSdWpszMLcooHyQcW,S1-COIN-1,Active,1.00000000,1.00000000,159989,,1325352844,
10444,1PLx8aGuRAejm25RDArf5oR9xdtm1CXGay,S1-COIN-1,Active,1.00000000,1.00000000,165218,,1328301038,
10445,1PLYBXrJcx2EJSFUue1DxbD1ZYKnvab3zz,S1-COIN-1,Active,1.00000000,1.00000000,157370,,1323802451,
10446,1PLYhL9n2hvVuXcrRpKszcW1hGVDne66x6,S1-COIN-1,Active,1.00000000,1.00000000,165218,,1328301038,
10448,1PM2AGHbw1gkfoQYgmtvFcVRUKe3Qxp8Bf,S1-COIN-1,Active,1.00000000,1.00000000,157370,,1323802451,
10451,1PM9NnwiKaPUuFr5csogM8BSHYhh2nbii8,S1-COIN-1,Active,1.00000000,1.00000000,160062,,1325394976,
10452,1Pm9wGp64Zhd3U1hagFxBDe53FLdMuwzn5,S1-COIN-1,Active,1.00000000,1.00000000,165218,,1328301038,
10455,1PmdGw43ybCNs6DpBw6SKEDZayjRoc1N1B,S1-COIN-1,Active,1.00000000,1.00000000,158375,,1324427798,
10456,1PMgBYYkXbpdoGmEvLsd7nu8xkXnoMuFxC,S1-COIN-1,Active,1.00000000,1.00000000,160062,,1325394976,
10459,1Pmj93FWrzM4JHZzNZCkniHBovhidFv78X,S1-COIN-1,Active,1.00000000,1.00000000,160062,,1325394976,
10460,1PmkH8xNcWHXurAp3Df8ABMBreeisaDnLM,S1-COIN-1,Active,1.00000000,1.00000000,165218,,1328301038,
10461,1PMtaC1bHBWjjV7fk9EyGXz83YEpCcv2zH,S1-COIN-1,Active,1.00000000,1.00000000,157293,,1323748952,
10463,1PN1uTTSc9RcVEDyHDmsDTz5EBC3uZMqMb,S1-COIN-1,Active,1.00000000,1.00000000,165218,,1328301038,
10468,1PnCXKLBsxxhMR1Ar2fN19CYZcPMvhkkkC,S1-COIN-1,Active,1.00000000,1.00000002,165218,,1328301038,
10470,1PngcbMs87KxJgUdNmLzvxsqSpe1VgBaJc,S1-COIN-1,Active,1.00000000,1.00000000,165218,,1328301038,
10471,1PngFPuVG3gaNStRJCAUjeajB4udGnSDx9,S1-COIN-1,Active,1.00000000,1.00000000,165218,,1328301038,
10473,1PNHVxDxCL58p1h9fK4q4FxL2VrowPzUHk,S1-COIN-1,Active,1.00000000,1.00000000,165218,,1328301038,
10474,1PniycjUBTrf3SNoZmqLR8D1SYjKwRJYW4,S1-COIN-1,Active,1.00000000,1.00000000,160062,,1325394976,
10476,1PnMjxzkJ2oEofDmZTo2q99YCesTrSae6s,S1-COIN-1,Active,1.00000000,1.00000000,165218,,1328301038,
10477,1PNMStycrGXtEV4uLErJoZzkCLDn4c7SDQ,S1-COIN-1,Active,1.00000000,1.00000000,165218,,1328301038,
10480,1Pnroi9EvSL1S5CKLGWnvnNqc1qXt863fD,S1-COIN-1,Active,1.00000000,1.00000000,165218,,1328301038,
10486,1PoHpVfXUbaQ4fozfRaVH8BEg3fjUGrQUS,S1-COIN-1,Active,1.00000000,1.00000002,160229,,1325490332,
10488,1PoNGM71SwosiVaVoYTRUrQoVHZExQm5Bg,S1-COIN-1,Active,1.00000000,1.00000000,160229,,1325490332,
10489,1PoRFE45So8YtmmVbUwfuFBn5CPYjR4MXV,S1-COIN-1,Active,1.00000000,1.00000000,160229,,1325490332,
10490,1PoRjytPsEreLr7zzCDvHrRGTaTaR9NXXK,S1-COIN-1,Active,1.00000000,1.00000000,160229,,1325490332,
10497,1PparhrnHVvwd8YaGo3dt7M7vFWk2J73E5,S1-COIN-1,Active,1.00000000,1.00100000,165218,,1328301038,
10498,1PpAtKGWnuN1G7ZZ2q1CmQc3UuSni8FmfW,S1-COIN-1,Active,1.00000000,1.00000000,160062,,1325394976,
10502,1PpgtSsNQWDnBMji88KZaiF8f3RwnA5ekF,S1-COIN-1,Active,1.00000000,1.00000000,170308,,1331280743,
10503,1PPh84ziTN3LiNWATmx9CnHo8ppaHgN4zV,S1-COIN-1,Active,1.00000000,1.00000000,157370,,1323802451,
10504,1PPhyXoPTWhk5KPdw4jkSXHrdLgw3B8t9u,S1-COIN-1,Active,1.00000000,1.00000000,160836,,1325827662,
10505,1PPJCa6qgHufik5ddcwCZ7nHjMs7xu9Tah,S1-COIN-1,Active,1.00000000,1.00000000,157370,,1323802451,
10507,1PpLqmrnrcurArKk2qeppjCoKpvXvEBgAH,S1-COIN-1,Active,1.00000000,1.00000000,157293,,1323748952,
10508,1PPMovZRkokDmxLjcq1marTTrrPdkc74vy,S1-COIN-1,Active,1.00000000,1.00000000,157293,,1323748952,
10509,1PPUBy9zqXLAs2xKnw141nqA8eY6C97AHW,S1-COIN-1,Active,1.00000000,1.00000000,169764,,1330967375,
10510,1PPwE2zw4GnSNGxmLTZrrGXT4MHDrkr7hn,S1-COIN-1,Active,1.00000000,1.00000000,169764,,1330967375,
10511,1PPWUoYsnmRhWQ91ovy5iuMEqQXdt4kdGF,S1-COIN-1,Active,1.00000000,1.00000000,169764,,1330967375,
10512,1PpxfdKj9uNHmQ4G3BZysb6Tu8hjRdoKEX,S1-COIN-1,Active,1.00000000,1.00000000,169764,,1330967375,
10513,1PPxifvS7XZbAgLmguGGbk3L9tAKejRqw5,S1-COIN-1,Active,1.00000000,1.00000000,169764,,1330967375,
10514,1PPzJVGThhupEZYn7zWJfyrYmvS1QKHS9Z,S1-COIN-1,Active,1.00000000,1.00000000,169764,,1330967375,
10515,1Pq4ch9mxTf7bQBAeh6rSZU7NY22WEsTBJ,S1-COIN-1,Active,1.00000000,1.00000000,169764,,1330967375,
10518,1PQeQR5XAuMFn25BC1kTS1GP9SUmxRJ8tk,S1-COIN-1,Active,1.00000000,1.00000000,169764,,1330967375,
10520,1PQgsF48TtzQHLA6x6c4avN6EhWZ9S5EFV,S1-COIN-1,Active,1.00000000,1.00000000,164047,,1327648102,
10522,1Pqmc8iAmipg862A2gC8nhR9UPXUHQ8Egq,S1-COIN-1,Active,1.00000000,1.00000000,164047,,1327648102,
10524,1PqTgDYstW9MMP4aLhR3xcYkjZnwQ4Adob,S1-COIN-1,Active,1.00000000,1.00000002,164047,,1327648102,
10527,1PQyZJbiB73NYAaMf2ixyd9UqMXUkxgQbq,S1-COIN-1,Active,1.00000000,1.00000001,164047,,1327648102,
10529,1PRaUjJ8sU5YEVAAitk9v4B8LC8VqaC35t,S1-COIN-1,Active,1.00000000,1.00000002,168190,,1330055118,
10531,1PREDs6JFV2kZf38dVL68wJ2d5PaLEDckT,S1-COIN-1,Active,1.00000000,1.00000000,161952,,1326429016,
10532,1PRFQ6NncwoXHsDxBrnzzKSgJLVkKR7Shi,S1-COIN-1,Active,1.00000000,1.00000000,161952,,1326429016,
10549,1PSHeFtAeHXv4AEsxvAdE1X8yKSysk8Xha,S1-COIN-1,Active,1.00000000,1.00000000,164454,,1327879694,
10550,1Pso8oK7qAyf6XLoRzJLQyhfFarx5kbmdr,S1-COIN-1,Active,1.00000000,1.00000000,157293,,1323748952,
10551,1Pstwt4tcrAyN7eVsvHynYgukYif4CF4Jk,S1-COIN-1,Active,1.00000000,1.00000001,159989,,1325352844,
10559,1PTmWSGnMLPdZJtNDzcFdZfnxic4EU7vPu,S1-COIN-1,Active,1.00000000,1.00000002,168190,,1330055118,
10563,1PTs3KLsLUWsyMLJxHdzucA1TAUHcgpVyN,S1-COIN-25,Active,25.00000000,25.00001640,151444,,1320178580,
10569,1Pu1TniuJebZpMMpnJQAHuwY4KkHVzFm6M,S1-COIN-25,Active,25.00000000,25.00001640,150887,,1319787907,
10571,1Pu8kbygx4mpaLKaoiVYeSZk8Zf9x2QBFt,S1-COIN-25,Active,25.00000000,25.00001640,152306,,1320705920,
10572,1Pu8u8y8ciRBd6GHADRrzeNemGNwuZyMuK,S1-COIN-25,Active,25.00000000,25.00001640,152169,,1320616367,
10575,1PuEP9UYWWzCfLNJdZzzJhANqPcM4f4V5z,S1-COIN-25,Active,25.00000000,25.00001640,150887,,1319787907,
10579,1PuhbHmPYR2vcrBZp66LSQNPBJocRDMmuF,S1-COIN-25,Active,25.00000000,25.00001640,150887,,1319787907,
10580,1PUPbcTs4zBMZC4wQrfpCkhV6wr3nau4kS,S1-COIN-25,Active,25.00000000,25.00001640,151169,,1320007732,
10582,1PURcZ3pijC8H4eB2EUQffhw1p94uedJBH,S1-COIN-25,Active,25.00000000,25.00001640,150887,,1319787907,
10583,1Puz8QVwnGzQd6duXfDp2pMwdt3B12n3Mr,S1-COIN-25,Active,25.00000000,25.00001640,150887,,1319787907,
10587,1Pva4QRVkTh28QagVYBtGzfGts25HjyK2p,S1-COIN-25,Active,25.00000000,25.00103282,150940,,1319829146,
10590,1PvDjrqUXobktMExdYCMvKg2G1sG2pab7j,S1-COIN-25,Active,25.00000000,25.00001640,151444,,1320178580,
10591,1PVdsoYCHSRRnfJJBicJb5JeFX9RSV9Dy,S1-COIN-25,Active,25.00000000,25.00001640,150940,,1319829146,
10592,1PVEdnxVZLxqcrtPF6XAdfyhTDffU2ce73,S1-COIN-25,Active,25.00000000,25.00001640,151444,,1320178580,
10594,1PvjFGiYaAG1dUMQyKFzZuxMbpw2KYo6dC,S1-COIN-25,Active,25.00000000,25.00001640,151444,,1320178580,
10596,1PVnS4iyPY6hq4AyckGY6EjbdG9a2Kof92,S1-COIN-25,Active,25.00000000,25.00001640,150887,,1319787907,
10597,1pvQJ4znpW84A1QfYoSp73XFpkDw5wTEr,S1-COIN-25,Active,25.00000000,25.00001640,151444,,1320178580,
10598,1PvqT93Ea8gFZqWBnKpzARmo45hScBQ2V8,S1-COIN-25,Active,25.00000000,25.00001640,150887,,1319787907,
10599,1PvrZZBmL9Sn7VYRZZyR7dWax2RUAYscp1,S1-COIN-25,Active,25.00000000,25.00001640,151444,,1320178580,
10602,1PvUeeG64QZCsqaZYfgW1Lw8nTa6KsG3gZ,S1-COIN-25,Active,25.00000000,25.00001640,151444,,1320178580,
10604,1PvX5WQJDgGvzPYKDPPTUKTN7cHuXc8boj,S1-COIN-25,Active,25.00000000,25.00001640,150887,,1319787907,
10608,1Pw99UmRcYDbF6aqqzCEXQEXMmxjaTAtyP,S1-COIN-25,Active,25.00000000,25.00001640,150887,,1319787907,
10615,1PwmmmJJHikjKeFXbXn6ZwUrBK6exJwssU,S1-COIN-25,Active,25.00000000,25.00001640,150887,,1319787907,
10617,1PwqxmXdyaEtvH6CcyHPHygzaucSYxnmaq,S1-COIN-25,Active,25.00000000,25.00001640,150940,,1319829146,
10618,1Pwt5dgzyMECvoykN4rbMEVE4YNSaeXyaD,S1-COIN-25,Active,25.00000000,25.00001640,150940,,1319829146,
10626,1PXbKPmshGgDZrjCB539oDQXZxJ15PNpTY,S1-COIN-25,Active,25.00000000,25.00001640,150887,,1319787907,
10630,1PXobABeP2m2wShCo5Q4aDiFypmwqzDd2W,S1-COIN-25,Active,25.00000000,25.00001640,153477,,1321400551,
