Index,Address,Type,Status,Value,Balance,Create Block,Redeem Block,Create Time,Redeem Time
2239,16q4tNVh43dfETy1dzQ79MFnbMwyPDi2at,S1-COIN-1,Redeemed,1.00000000,0E-8,150776,494944,1319696251,1511020964
2233,16Ph2AuGCyDcQonNsaZF93obEH7wU6mmFS,S1-COIN-1,Redeemed,1.00000000,0E-8,150776,494941,1319696251,1511019785
2234,16phrz8ipfWv5N3xSen82KcfQQ4Y2rRDB,S1-COIN-1,Redeemed,1.00000000,0E-8,150776,494941,1319696251,1511019785
28487,1GLjqjzNGTW8eNbtYXcruHfp5Ra3qdzXGE,S2-COIN-25,Redeemed,25.00000000,0E-8,237138,494837,1369106766,1510951777
22893,1CSkjXqhF7QcUhzGNjDfV2hUwGyGw1kK5c,S2-COIN-5,Redeemed,5.00000000,0E-8,222201,494832,1361377635,1510946733
15047,1CAcsLhF62xYjXNhCx7CMWAgYXvkwiz8gi,S2-COIN-1-2011,Redeemed,1.00000000,0E-8,157370,494728,1323802451,1510895790
31181,128DMZcwcyrjM7tdm62tawR4Mv984NQRhX,S2-COIN-0.5,Redeemed,0.50000000,0E-8,248954,494693,1375052298,1510877136
31323,128tkcFKsYdFJgogs2bVMQjjwTj6TQNzHN,S2-COIN-0.5,Redeemed,0.50000000,0E-8,248954,494689,1375052298,1510875543
19896,1CCpj1VjSTPp7ANq7FB5GMNZ3JF7kg6edq,S2-COIN-1-2012,Redeemed,1.00000000,0E-8,191089,494639,1343422095,1510847576
23030,1CsM54RkyheH22qTmPF6PE1azkNpzjhrNH,S2-COIN-5,Redeemed,5.00000000,0E-8,222201,494526,1361377635,1510782396
12630,1AgfiFPiqrdYLRbyyZoNa7kBbwpZyQA2wd,S2-COIN-10,Redeemed,10.00000000,0E-8,161523,494522,1326181692,1510780960
23025,1CsM2ijUjVf1ntYTcDxYsmSvipTVVQciYL,S2-COIN-5,Redeemed,5.00000000,0E-8,216094,494522,1357885062,1510780960
41024,1385LHHzkaKXf2grLwijP2h5JJFibJNJot,S2-COIN-1-2013,Redeemed,1.00000000,0E-8,226869,494486,1363759144,1510764492
13631,1AgydbgYyvyCsj8E4CZfnVkiT7nve5wTzT,S2-COIN-10,Redeemed,10.00000000,1E-8,159639,494398,1325133061,1510710768
17216,1CAwRjEYbXuaFT8Ca9dPtWUjzPk5oWHufT,S2-COIN-1-2011,Redeemed,1.00000000,1E-8,157370,494385,1323802451,1510700666
13659,1AgYTi8YGqjanMS2gamzpG7fNFtdDNd8bs,S3-COIN-1-AG,Redeemed,1.00000000,0E-8,250630,494360,1375838062,1510681204
30786,126XVNKkxkTk4TzPcyJAV5VtF8VhgKFL1Z,S2-COIN-0.5,Redeemed,0.50000000,0E-8,235354,494317,1368128585,1510656636
61129,1Agy34Su6ww5fTncvjVFctCzWeBny5yfYz,S3-COIN-0.1-AG,Redeemed,0.10000000,0E-8,265211,494311,1382413023,1510650580
10533,1Prjtwq5BK5q6chTSVATN1QXZzK7MvFEkS,S1-COIN-1,Redeemed,1.00000000,0E-8,163682,494272,1327429979,1510626382
22202,1CsEAKvgU9EwdgxsX2kNuujJDbBJFe2uEp,S2-COIN-1-2013,Redeemed,1.00000000,0E-8,217943,494237,1359092197,1510606335
19619,1CcmQ1jCNasto6SMZqZbnv6kv4hFuVRfWp,S2-COIN-1-2012,Redeemed,1.00000000,0E-8,191089,494190,1343422095,1510572981
43991,13HYVMGSRr8yP8H7MAi3rRbA3jUX8zJreB,S2-COIN-1-2013,Redeemed,1.00000000,0E-8,259538,494162,1379907559,1510558000
3738,19vGofQNaKkFmA78GUDkLSjYT68fr1Q65r,S1-COIN-1,Redeemed,1.00000000,0E-8,153772,494142,1321591028,1510545981
25426,1GCDaZjR7ncyLUdqn8R8UkxsW4YTMPw49d,S2-BAR-DIY,Redeemed,0.00100000,0.00100000,192326,494138,1344108564,1510542629
23174,1CsnHPWrdVGAxDsS1EswLVeeUp75FFYSXo,S2-COIN-5,Redeemed,5.00000000,0E-8,218951,494119,1359653557,1510530512
12614,1Agfag5GHiUpc4wrWbsda7oocH8zaiBDKf,S3-COIN-1-AG,Redeemed,1.00000000,0E-8,250630,494103,1375838062,1510523369
60951,1AgxBRLuTKLNC8K8xMgS1Bkg8MdnHN1EjU,S3-COIN-0.1-AG,Redeemed,0.10000000,0E-8,273912,494095,1386564616,1510518825
10303,1PBYooAVHQV7zJCdkpvGVxrUkbR66ERxSm,S1-COIN-1,Redeemed,1.00000000,0E-8,163682,494088,1327429979,1510517235
10655,1Pz1vHbKG5iKjzGzZ5PKVS3LAvqh8pnb3z,S1-COIN-25,Redeemed,25.00000000,0E-8,151458,494085,1320189319,1510513287
29639,123a7rHUthPN17BmdkEyg85wrxnC9NiQjd,S2-COIN-0.5,Redeemed,0.50000000,0E-8,235365,494037,1368135055,1510439375
29652,123BGdy3TjvaNZrRR81u7ry6cQxwswE5Ui,S2-COIN-0.5,Redeemed,0.50000000,0E-8,235365,494037,1368135055,1510439375
29665,123chLYmDY589cAJpeeKsWu3xUoNcThXi3,S2-COIN-0.5,Redeemed,0.50000000,0E-8,235365,494037,1368135055,1510439375
29704,123gabnAVv9mU3ybYXwJ6tJiVq5tYa3Fd4,S2-COIN-0.5,Redeemed,0.50000000,0E-8,235365,494037,1368135055,1510439375
29786,123QAJwnn1zuuTLms5NnaSRVW3nwrgR4hX,S2-COIN-0.5,Redeemed,0.50000000,0E-8,235365,494037,1368135055,1510439375
29791,123Qp3egAEuhCp5NBjQGPBgStSrixoUJ94,S2-COIN-0.5,Redeemed,0.50000000,0E-8,235365,494037,1368135055,1510439375
29816,123SxZnWz5565yyFYisM9jR4rpQF2NmZpB,S2-COIN-0.5,Redeemed,0.50000000,0E-8,235365,494037,1368135055,1510439375
29835,123u6oErPEFz9v9kGYQRpyCo98BFthpLqg,S2-COIN-0.5,Redeemed,0.50000000,0E-8,235365,494037,1368135055,1510439375
29868,123WWGyD8eiUj7ocSNnG7bcGqTYNrFvma9,S2-COIN-0.5,Redeemed,0.50000000,0E-8,235365,494037,1368135055,1510439375
49164,1Ag2ooF4fAyzvbpnvfkKWdbrVoizi3ySaW,S3-COIN-1-AG,Redeemed,1.00000000,0E-8,262317,494033,1381198851,1510433183
2660,17jug61ZjfAEEVgJ7W9u6TfQNv2qcL65zp,S1-COIN-1,Redeemed,1.00000000,1E-8,151169,494028,1320007732,1510425105
29747,123LeH4Gr5E4rwxR5ejhaKnsf5ZBkGLuji,S2-COIN-0.5,Redeemed,0.50000000,0E-8,235365,494016,1368135055,1510412480
10996,1znCeTE16nCYKNz7xMbcBHNAYMSEhtsw6,S1-COIN-1,Redeemed,1.00000000,0E-8,150940,493993,1319829146,1510393823
5155,1CqgEWSKY7JNZiGB1PaxqMNrmahuu2jKQP,S1-COIN-5,Redeemed,5.00000000,0E-8,203059,493992,1350106972,1510393741
10951,1wXYqmrriakSvc2vmAVjgrAoWvFCt2gk3,S1-COIN-1,Redeemed,1.00000000,0E-8,150940,493992,1319829146,1510393741
10954,1XAAsBrWq1tMqcCMXpBmHorjAJb1dQxPE,S1-COIN-1,Redeemed,1.00000000,0E-8,150940,493992,1319829146,1510393741
10964,1y1oHwWu3zwmEFNwt7Q6CMcR6WRr3ewJL,S1-COIN-1,Redeemed,1.00000000,0E-8,150940,493992,1319829146,1510393741
10969,1YCDku8jpNxFjtZ4hMqAWZ6ThNKmdjcWe,S1-COIN-1,Redeemed,1.00000000,0E-8,150940,493992,1319829146,1510393741
10981,1yTpw9NnWGJttqxSDs3eFf27MwJkPWmTC,S1-COIN-1,Redeemed,1.00000000,0E-8,150940,493992,1319829146,1510393741
10952,1X6aBgZxA1WEm9GsqkhLFZ9GYLPPYYH2r,S1-COIN-1,Redeemed,1.00000000,0E-8,150940,493991,1319829146,1510393425
10966,1y5YrFdj5F2PWv3Xfwb5becTccKB9Cgkx,S1-COIN-1,Redeemed,1.00000000,0E-8,150940,493991,1319829146,1510393425
10982,1ytV3cri8jcfW1AjyYUcPsKDSqZcPfFXK,S1-COIN-1,Redeemed,1.00000000,0E-8,150940,493991,1319829146,1510393425
10990,1zgpTdWsyP6o4p6LfTG9Qy9ypSJoRdkWM,S1-COIN-1,Redeemed,1.00000000,0E-8,150940,493991,1319829146,1510393425
10970,1YCUiFauGL9VKJnvhcJDz6udeYWwNb63r,S1-COIN-1,Redeemed,1.00000000,0E-8,150940,493982,1319829146,1510383965
10984,1yW4MqmSqSWxTMri1JH1pTArcS36TF6Gt,S1-COIN-1,Redeemed,1.00000000,0E-8,150940,493982,1319829146,1510383965
10989,1zgHvUauckC4mf2CwaKYoffEV9HRDPZXH,S1-COIN-1,Redeemed,1.00000000,0E-8,150940,493982,1319829146,1510383965
15875,1CAK9xy1wwH53sEk7FKjm9uh5wcPxa7qBm,S2-COIN-1-2011,Redeemed,1.00000000,0E-8,157370,493946,1323802451,1510346408
5462,1DFkpvyJa377A3zDdFQV5qhJh1WoMW5jww,S1-COIN-1,Redeemed,1.00000000,0E-8,177815,493942,1335734710,1510344290
5465,1DftEzQi4eW4SHng76ZN6tbBKgkquRey7g,S1-COIN-1,Redeemed,1.00000000,0E-8,177815,493942,1335734710,1510344290
10200,1P3531Z9oSUvJFtyBy2qRfQhkH3X5Ug86H,S1-COIN-1,Redeemed,1.00000000,0E-8,157370,493942,1323802451,1510344290
10201,1p3c7m51cmqze2ZW5936bKG3AfGnMHN5G,S1-COIN-1,Redeemed,1.00000000,0E-8,157370,493942,1323802451,1510344290
10210,1P4qbh3vKtnvAGXwwXyK8oj9cJwRRGuZXV,S1-COIN-1,Redeemed,1.00000000,0E-8,157370,493942,1323802451,1510344290
10224,1P5mf9Xay3V9PucB4KurvP6UoRGFwBpQd9,S1-COIN-1,Redeemed,1.00000000,0E-8,157370,493942,1323802451,1510344290
10227,1P5TkuSFAgW8kqWndcHJCFbeFua85Wq6Q5,S1-COIN-1,Redeemed,1.00000000,0E-8,157370,493942,1323802451,1510344290
5466,1DFwXSSFz9ZaCsfKRxTfAdpsN8bdEBwhrd,S1-COIN-1,Redeemed,1.00000000,0E-8,177815,493928,1335734710,1510331340
6453,1FjfZSvvqM8WVwcqtaoFaRxZZXBLvAGH5x,S1-COIN-1,Redeemed,1.00000000,0E-8,200250,493928,1348456290,1510331340
10203,1P3VRYmV2EKyCBLZiLs6AswfwAqRLPkw4m,S1-COIN-1,Redeemed,1.00000000,0E-8,157370,493928,1323802451,1510331340
4764,1By3FeuoxYGptUPHL6RaCp3uP1hGLRbTAY,S1-COIN-5,Redeemed,5.00000000,0E-8,202237,493926,1349631834,1510330385
5433,1DDHvEsw9T5CPhZRi4H9B5M4VD7H7dxk9P,S1-COIN-1,Redeemed,1.00000000,2E-8,177815,493926,1335734710,1510330385
5469,1DG6KxnrGokHuaUuggcKkkYANiyr6dfoKU,S1-COIN-1,Redeemed,1.00000000,0E-8,177815,493926,1335734710,1510330385
6164,1EwcYFjF6x8MUN8gEK17QtXY6keQkKT6VE,S1-COIN-1,Redeemed,1.00000000,0E-8,200250,493926,1348456290,1510330385
6272,1F5GSVQrSkd8uV24U5eVBy45idufJd9U8Q,S1-COIN-1,Redeemed,1.00000000,0E-8,196197,493926,1346220269,1510330385
6470,1FkCsrYQ6xiCDHytSjjxvNS51fWtvD9B9x,S1-COIN-1,Redeemed,1.00000000,0E-8,200250,493926,1348456290,1510330385
6482,1Fkw5pQQzWHBtUesq436B4onraBH8toRTd,S1-COIN-1,Redeemed,1.00000000,2E-8,200250,493926,1348456290,1510330385
6592,1FteeSaWyteKrvvg43wgg5xoYpk8Bkzyyo,S1-COIN-1,Redeemed,1.00000000,0E-8,200250,493926,1348456290,1510330385
10819,1QHw2zKzcxK28WEmMUEDDeJCAi4QH1YS81,S1-COIN-25,Redeemed,25.00000000,0E-8,156851,493926,1323479539,1510330385
5468,1DG2Kgziy124yuKpixCDEZgCQd1AhzMA1p,S1-COIN-1,Redeemed,1.00000000,0E-8,177815,493925,1335734710,1510330203
28587,1GLt9PnvpxvCJg4viW9fqQ4GvhZ75DPxTg,S2-COIN-25,Redeemed,25.00000000,0E-8,231243,493910,1365914664,1510318349
29759,123n9A8kFE2yV1Pp7AQhJEgB6dyeRZdSFN,S2-COIN-0.5,Redeemed,0.50000000,0E-8,235365,493846,1368135055,1510276739
29813,123SPytRVkHTmsHb2aSUEvWwCDToeN6R4v,S2-COIN-0.5,Redeemed,0.50000000,0E-8,235365,493846,1368135055,1510276739
29884,123ypHn96ku3gLbh7gZzs1jro5yJAPMtrk,S2-COIN-0.5,Redeemed,0.50000000,0E-8,235365,493846,1368135055,1510276739
12085,1Ag42PUKpBRzXMmUqt6axip7L9gKYRDyyZ,S2-COIN-10,Redeemed,10.00000000,0E-8,211694,493839,1355171329,1510271994
29718,123HKwDnwmLyTx675oVyvUX1ciUwyxjMEY,S2-COIN-0.5,Redeemed,0.50000000,0E-8,235365,493836,1368135055,1510269376
2681,17kSWcXSDXsfUsoNSm22yWU2Lw3BECWL2m,S1-COIN-1,Redeemed,1.00000000,0E-8,153602,493802,1321483001,1510249323
16138,1CAmzWDyMKFD3KdyV5znq7xLZTVC3dSYut,S2-COIN-1-2012,Redeemed,1.00000000,0E-8,188892,493712,1342192382,1510202933
48956,1Ag1Qug6HEojDeU7TSJSLpGZfYFWdiqULP,S3-COIN-1-AG,Redeemed,1.00000000,0E-8,250630,493708,1375838062,1510202147
6293,1F8iuBGpxPYMsNweNcDXfpeBdvSCLVmcBr,S1-COIN-1,Redeemed,1.00000000,0E-8,196197,493686,1346220269,1510185060
13412,1AguE9Af8ZRBS8NNYjXgRLHx4Z32AP5td1,S2-COIN-10,Redeemed,10.00000000,0E-8,213532,493637,1356418584,1510153700
39310,132gXhZRZmUPdMmrKShQcb1bHRpdjNjWt7,S2-COIN-1-2013,Redeemed,1.00000000,0E-8,227362,493552,1363950498,1510106629
40305,135QoKyVS6fW7L2LDyRabcAwvuCv3qBx1N,S2-COIN-1-2013,Redeemed,1.00000000,0E-8,227362,493552,1363950498,1510106629
41445,139LhCc5CDSXwLEHY31Ev2tDb2eoBx6RTG,S2-COIN-1-2013,Redeemed,1.00000000,0E-8,227362,493552,1363950498,1510106629
41594,139zFShxUfrNvSCMphsSFMejkfoQYkKDWm,S2-COIN-1-2013,Redeemed,1.00000000,0E-8,227362,493552,1363950498,1510106629
14199,1ca2BqWDb6ih6LNjXnPtgUmhL8Wt133cT,S2-COIN-1-2012,Redeemed,1.00000000,0E-8,188892,493525,1342192382,1510089750
2560,17DzGukzPiEsYDt9ovLNTiduiebivW1aCw,S1-COIN-1,Redeemed,1.00000000,0E-8,153602,493518,1321483001,1510085965
29708,123gqQ7hHmnu8ErfdRqy8qqYTnD1QeFrdr,S2-COIN-0.5,Redeemed,0.50000000,0E-8,237138,493507,1369106766,1510081248
20164,1CcrqoSrKfQcmpLt75Bvhd8aw3JHtSgSU9,S2-COIN-1-2012,Redeemed,1.00000000,0E-8,203520,493497,1350375260,1510075049
2240,16Q5ii3GTCwPdUUqrVqm3BFvDbwp7FyPU,S1-COIN-1,Redeemed,1.00000000,0E-8,150776,493447,1319696251,1510047153
21214,1Cs1zC6Pud7bU87ZUrLVy1iztimmeGWvnV,S2-COIN-1-2012,Redeemed,1.00000000,0E-8,212614,493447,1355812154,1510047153
21282,1CS39BEDhVocgUfeJZgPZS9JX9eezg8jFQ,S2-COIN-1-2012,Redeemed,1.00000000,0E-8,212614,493447,1355812154,1510047153
21536,1Cs72gCJrEsW3fixK6qgcZcLjvWuLZ6PBS,S2-COIN-1-2012,Redeemed,1.00000000,0E-8,212614,493447,1355812154,1510047153
22113,1CsdMgtbVFqs6bgFGZcicgQdai1KffmBsg,S2-COIN-1-2012,Redeemed,1.00000000,0E-8,212614,493447,1355812154,1510047153
22267,1CsEpu5oHheEJakKWTDw4qqYCQ7swWBMdW,S2-COIN-1-2012,Redeemed,1.00000000,0E-8,212614,493447,1355812154,1510047153
22455,1CSGB9xnosDFnycwPjD5LC4cr9A9EkDYWD,S2-COIN-1-2012,Redeemed,1.00000000,0E-8,212614,493447,1355812154,1510047153
24013,1CsUzE2ZCMuVWdFTPCZCQiQ1PFZ6zyDv7N,S2-COIN-1-2012,Redeemed,1.00000000,0E-8,212614,493447,1355812154,1510047153
24401,1CSYCCiJR9GbCUCANiyVhSRXSXbN88f5eA,S2-COIN-1-2012,Redeemed,1.00000000,0E-8,212614,493447,1355812154,1510047153
24469,1CSyVYJjGXpiwQ3k2fJubuNBxJciUTp3bw,S2-COIN-1-2012,Redeemed,1.00000000,0E-8,212614,493447,1355812154,1510047153
24474,1CSywSeUD8hfvyU8zA5MM5iiehqz2ZTWxN,S2-COIN-1-2012,Redeemed,1.00000000,0E-8,212614,493447,1355812154,1510047153
24488,1CsYzB3ANGbFFqM7nriNfxnBZRvoC5tss2,S2-COIN-1-2012,Redeemed,1.00000000,0E-8,212614,493447,1355812154,1510047153
41691,13ADSYNMeaPsFyAHnTY1szL8yUeJ4YZT35,S2-COIN-1-2013,Redeemed,1.00000000,0E-8,231669,493410,1366128729,1510024253
12954,1AgMepkbQY6DhEQFbcgdSiY8zQYyYe3Cxc,S2-COIN-10,Redeemed,10.00000000,0E-8,177815,493407,1335734710,1510022317
1540,15CCnYUnmiDJyxTkJiJbvYKh4urmCfQMzG,S1-COIN-1,Redeemed,1.00000000,0E-8,150165,493386,1319234029,1510009531
1615,15GKE6FmzBC29GWSghFx4B8Cpgt61BFaDQ,S1-COIN-1,Redeemed,1.00000000,0E-8,150165,493386,1319234029,1510009531
22611,1CsHo1GHFhhM2tKYNJyCQWLz8u5xcBa4NW,S2-COIN-1-2013,Redeemed,1.00000000,0E-8,220209,493383,1360331920,1510008650
27865,1GDEs8u7iAsdLCXYLBsmnnh3stwsFzVvqo,S2-COIN-25,Redeemed,25.00000000,0E-8,202237,493382,1349631834,1510008182
31150,1289tynygZsKVMbTA9358x6DNmB8ybXYz7,S2-COIN-0.5,Redeemed,0.50000000,0E-8,248954,493281,1375052298,1509942080
11051,13DajwxMhCfnj9kN3P9GoXZpQ2irwzkfGh,S2-COIN-1-2011,Redeemed,1.00000000,0E-8,153165,493204,1321223827,1509895776
11307,198qrTuCuUAhS5PefXmRh1KnZrkw3u3rSF,S2-COIN-1-2011,Redeemed,1.00000000,0E-8,153165,493204,1321223827,1509895776
18717,1CcekSQmAQycazAvYsgP3JDSBdya34ySGU,S2-COIN-5,Redeemed,5.00000000,0E-8,211025,493170,1354742685,1509878815
5689,1DvLYvyZ4YhgbdYpwBaUP9ou4fgn6xvdiu,S1-COIN-1,Redeemed,1.00000000,0E-8,188638,493124,1342054668,1509847048
22004,1CScQfMX8EU5nm1fJieAXYWvHtR65XG8vF,S2-COIN-1-2012,Redeemed,1.00000000,0E-8,212614,493102,1355812154,1509834681
11469,1D2zVdivVki6JGJmgfEVJfCKrUJStTiKZH,S2-COIN-1-2011,Redeemed,1.00000000,1E-8,155977,493047,1322985155,1509806061
877,13TgyWCDsjnqKsdCCGur27ESu4Soys3tYg,S1-COIN-1,Redeemed,1.00000000,0E-8,147112,493021,1317128537,1509787365
1244,14mNgGT1ZfnQ2qL3shJM1jRyFNrrnizBSQ,S1-COIN-1,Redeemed,1.00000000,2E-8,147706,492887,1317511537,1509686617
1203,14K6RyD54haa61uzDTSo11QdiG8SCyXGMF,S1-COIN-1,Redeemed,1.00000000,0E-8,147112,492855,1317128537,1509661377
15214,1CAE9dDip2hdhYr2v1Q8fjGtAJ7BP5CTgU,S2-COIN-1-2011,Redeemed,1.00000000,0E-8,157022,492836,1323579848,1509653856
1179,14iwGt6RFmJioGmCLMPPnUGwMXQ1fULhPo,S1-COIN-1,Redeemed,1.00000000,0E-8,147266,492813,1317226982,1509638722
41705,13AFKwyYxLKVZRwYK1aNvBhXyZU44T14Ds,S2-COIN-1-2013,Redeemed,1.00000000,0E-8,231911,492780,1366259149,1509621645
48947,1Ag1PrY6pt23nX6RTKSKciWhMp6SJRgWLD,S3-COIN-1-AG,Redeemed,1.00000000,0E-8,250630,492726,1375838062,1509589325
49671,1Ag4yp8ZS8FMtCtg1Hk8BU8JmmUrN7zBFL,S3-COIN-1-AG,Redeemed,1.00000000,0E-8,270211,492726,1384736790,1509589325
56434,1Agbr5nMv22ya4tVAANFLyAPrx5bJTw1JU,S3-COIN-0.5-AG,Redeemed,0.50000000,0E-8,267363,492726,1383341355,1509589325
61196,1AgydPfuDmiEGk2NAwXvxFmvrMasWBzV4K,S3-COIN-0.1-AG,Redeemed,0.10000000,0E-8,267363,492726,1383341355,1509589325
23322,1CSP94q78JoDydwGuSW8sjgFuUwCksBKbw,S2-COIN-1-2012,Redeemed,1.00000000,0E-8,209914,492641,1354076719,1509546709
23869,1CStspadsrTC1oXAW99cym2MmRRbpDy1io,S2-COIN-1-2012,Redeemed,1.00000000,0E-8,214453,492551,1356936288,1509489218
723,13Jd2cUBdGBiNxeRjBNKFSPWCMNtkFCxfk,S1-COIN-1,Redeemed,1.00000000,0E-8,146055,492549,1316465077,1509487684
23626,1CsRnnDgMyxbbv8ZQ6TD9XVNaP2FTLyGyt,S2-COIN-5,Redeemed,5.00000000,0E-8,229925,492498,1365235942,1509452451
15923,1CakkUiJZo5yzLgdPXQXZr4Amv84wgmhQn,S2-COIN-1-2011,Redeemed,1.00000000,0E-8,157293,492390,1323748952,1509394745
16623,1CARU4R9fBHabWt8iW9raVKX1sD3QFh9W8,S2-COIN-1-2011,Redeemed,1.00000000,0E-8,157370,492298,1323802451,1509337916
17838,1Cc4QbSnnzRYixmtqSNRDKyYSULQCGxJYm,S2-COIN-1-2012,Redeemed,1.00000000,0E-8,191089,492235,1343422095,1509298607
27677,1Gd39YZrja2uj2Af9tYUTUcJH6m6xvH2qa,S2-COIN-25,Redeemed,25.00000000,0E-8,201415,492133,1349114760,1509243545
21431,1CS5FTF23FoNk7URp5DZunuqYKJqKukgid,S2-COIN-5,Redeemed,5.00000000,0E-8,211086,492104,1354782648,1509216362
23560,1CsrAcKHxJ4rKDixwExHchJjZDfcFotsVc,S2-COIN-1-2012,Redeemed,1.00000000,0E-8,212015,492081,1355372629,1509193384
4693,1BU2HSjXVWE4TRhAsbiuwAgYi8WSc36y6g,S1-COIN-5,Redeemed,5.00000000,0E-8,195367,492052,1345753803,1509159835
2217,16oKmRmjYVqQebMZBVtCJg81jSWX3T7Pbb,S1-COIN-1,Redeemed,1.00000000,0E-8,150776,491607,1319696251,1508913344
6642,1FwGZ6eAr4rgMb4HVnJraCXPCHLKyZCfg2,S1-COIN-1,Redeemed,1.00000000,0E-8,214115,491604,1356753889,1508910606
22297,1CSEwymAfTtzriw7RmcJivgvoTrgj2xwNv,S2-COIN-1-2012,Redeemed,1.00000000,0E-8,211086,491602,1354782648,1508908876
1162,14hrJpKJ8rb75GjMPdQy5FztUwvR7fC6S3,S1-COIN-1,Redeemed,1.00000000,0E-8,147706,491161,1317511537,1508684299
61100,1AgxXLKftanAQpvnP9JD7Lkm8EPJHF9Nxd,S3-COIN-0.1-AG,Redeemed,0.10000000,1E-8,272706,490953,1386013621,1508581684
31212,128h6fbQvuVWxW2fRU3yPb64yLDpcXCn5n,S2-COIN-0.5,Redeemed,0.50000000,0E-8,248954,490756,1375052298,1508473809
22464,1CSGeuSJkjkaReudyLfhhMVxH4gevbhJKv,S2-COIN-1-2012,Redeemed,1.00000000,0E-8,211086,490718,1354782648,1508460790
23960,1CSuMiqFUdyAskw7ToBnewL3JaE8ZEdMEs,S2-COIN-1-2012,Redeemed,1.00000000,0E-8,213103,490675,1356153413,1508442980
41602,13A17TXwaG7r4m9Ebu5g81GugZA7AmN1DH,S2-COIN-1-2013,Redeemed,1.00000000,1E-8,231911,490623,1366259149,1508422905
23715,1CSsgvxsyBbdzosgpQBsKUCMTWn6BJiz8p,S2-COIN-1-2012,Redeemed,1.00000000,0E-8,211086,490575,1354782648,1508391318
32099,12Bg7773A1cjNgYzt36uXwYxfsaUPofvph,S2-COIN-0.5,Redeemed,0.50000000,0E-8,259538,490322,1379907559,1508250029
23650,1CsruLii9fYPwpGBJfr5XYbdooqGSc9sB5,S2-COIN-5,Redeemed,5.00000000,0E-8,230083,490315,1365321917,1508245534
21383,1CS4mHXtQSTptJ8QX9uAGwpZy2YrGVm2rB,S2-COIN-5,Redeemed,5.00000000,2E-8,216094,490266,1357885062,1508222177
44454,13KjkXctdrR3GVsHsBYPir95XJ6bA9VpBy,S2-COIN-1-2013,Redeemed,1.00000000,0E-8,260165,490049,1380166204,1508114220
11340,19rfx9xQa7Hqs4WmWH2ckoADaHwMc8XiUD,S2-COIN-1-2011,Redeemed,1.00000000,0E-8,156034,489972,1323022619,1508079821
20631,1CcVJv6ypTRjoEK7GD6zDYKgffSVJ8jBYf,S2-COIN-1-2012,Redeemed,1.00000000,0E-8,203116,489872,1350140689,1508031609
14536,1Ca7fYoPCgsmazpLT4NTG3sQoc6th6e1ZE,S2-COIN-1-2012,Redeemed,1.00000000,0E-8,161615,489816,1326238718,1508002857
19176,1CcifT7TSQSnr8xzfKEvYRsL8QqskzW6Td,S2-COIN-1-2012,Redeemed,1.00000000,0E-8,208192,489711,1353076810,1507939573
10838,1qMu3ddPEGpYUP79tkGxARG9N7UfrKaA3,S1-COIN-25,Redeemed,25.00000000,0E-8,153165,489644,1321223827,1507908414
11474,1D6KuMXkApQz3XfeBhjxkBpsRfgyiZRTJ3,S2-COIN-1-2011,Redeemed,1.00000000,0E-8,155052,489542,1322459210,1507828602
12304,1AgacUuq7BffwMEteEGAYjd6dHRDdWayvk,S2-COIN-10,Redeemed,10.00000000,0E-8,202237,489542,1349631834,1507828602
43759,13HAgoDqSD8ShuHZ1c74tM5mJx1UHUNWFu,S2-COIN-1-2013,Redeemed,1.00000000,0E-8,248954,489466,1375052298,1507789361
43949,13HtvZa2gyT6bkPDvAH1tG9n3WA6i9U2PM,S2-COIN-1-2013,Redeemed,1.00000000,0E-8,248954,489465,1375052298,1507788681
60823,1Agwr6hEMfuzcQuivj4MtuLAQ1fCybqBSW,S3-COIN-0.1-AG,Redeemed,0.10000000,0E-8,277102,489461,1388083963,1507787961
13373,1AgTrw2mBtpb8K2p8U7AbstzyCUrVvY2r8,S3-COIN-1-AG,Redeemed,1.00000000,0E-8,250630,489314,1375838062,1507703665
18203,1CcagnjwfvXbBo43iViU7FaVRCxF5SNaZG,S2-COIN-1-2012,Redeemed,1.00000000,1E-8,208192,488710,1353076810,1507387452
19433,1CcKSxUKgGjDxcNKzFdHHkqDdDUViGhvGs,S2-COIN-1-2012,Redeemed,1.00000000,0E-8,208192,488710,1353076810,1507387452
19607,1CcmNskkqeNTpJyUBAWhcVPP3yrNJZkA1b,S2-COIN-1-2012,Redeemed,1.00000000,2E-8,208192,488710,1353076810,1507387452
20823,1CCXcZHa7QdJ5bK5Q1HEcJi4uttneCzsi5,S2-COIN-1-2012,Redeemed,1.00000000,0E-8,208192,488674,1353076810,1507369892
31313,128ScXbGe7L6XsVga5WwGZmwfkhY27aCa1,S2-COIN-0.5,Redeemed,0.50000000,0E-8,248954,488623,1375052298,1507337134
31372,128XK97xfsfoWggAB235SDWF8gyL6HeisX,S2-COIN-0.5,Redeemed,0.50000000,0E-8,248954,488616,1375052298,1507332065
31383,128Yj3KUD5YNXJuvGtQbSXgzZs49LxARNp,S2-COIN-0.5,Redeemed,0.50000000,3E-8,248954,488616,1375052298,1507332065
21832,1CsB26AMipY2THJAN612nS9xTH5JzdZa6i,S2-COIN-5,Redeemed,5.00000000,0E-8,216094,488451,1357885062,1507245577
24551,1CSzmAxkAEuxJ2cJ6UBm5GvC2kwi8qG9A9,S2-COIN-5,Redeemed,5.00000000,0E-8,216094,488431,1357885062,1507232491
