balance_filter,script_type_filter,spend_activity_filter,pubkey_count,utxo_count,supply_sats,exposed_pubkey_count,exposed_utxo_count,exposed_supply_sats,estimated_migration_blocks
all,All,active,2468475,37838770,328397088397888,2474199,37838770,328397088397888,6153.31
all,All,all,59307146,166173761,2005924801071972,16264118,102646760,701566833004348,20332.95
all,All,inactive,8253707,55575306,185903108016353,8257283,55575306,185903108016353,12096.70
all,All,never_spent,48584964,72759685,1491624604657731,5532636,9232684,187266636590107,2082.94
all,Other,active,8,8,56000,8,8,56000,0.00
all,Other,all,2516105,2739750,268843990629,2422825,2448587,6031590152,1046.84
all,Other,inactive,1959,3793,463890293,1960,3793,463890293,1.54
all,Other,never_spent,2514138,2735949,268380044336,2420857,2444786,5567643859,1045.29
all,P2PK,active,3,15,110000,3,15,110000,0.01
all,P2PK,all,37660,44635,171591953352222,37674,44634,171591953352222,16.70
all,P2PK,inactive,331,6941,23708223853,340,6941,23708223853,2.53
all,P2PK,never_spent,37326,37679,171568245018369,37331,37678,171568245018369,14.16
all,P2PKH,active,200677,3231345,39896256917876,200793,3231345,39896256917876,1246.63
all,P2PKH,all,21228877,44357784,457869383261312,3981797,17470887,117812434270603,6868.56
all,P2PKH,inactive,3708179,14027151,77848870814566,3708259,14027151,77848870814566,5539.23
all,P2PKH,never_spent,17320021,27099288,340124255528870,72745,212391,67306538161,82.71
all,P2SH,active,188428,1679402,68030534953088,191723,1679402,68030534953088,697.14
all,P2SH,all,6246455,12161087,392073428779668,1159814,5673631,127008521194035,2413.32
all,P2SH,inactive,965553,3994229,58977986240947,968091,3994229,58977986240947,1716.18
all,P2SH,never_spent,5092474,6487456,265064907585633,0,0,0,0.00
all,P2TR,active,643468,21736712,6272527529411,643468,21736712,6272527529411,2702.58
all,P2TR,all,4963324,54369405,22510523108360,4963324,54369405,22510523108360,6910.80
all,P2TR,inactive,1288742,26101386,645059960906,1288742,26101386,645059960906,3268.47
all,P2TR,never_spent,3031114,6531307,15592935618043,3031114,6531307,15592935618043,939.75
all,P2WPKH,active,1390741,10892686,161909217871795,1390831,10892686,161909217871795,1445.95
all,P2WPKH,all,23138619,49771785,819000376301325,3638368,22210570,193612368030864,2984.40
all,P2WPKH,inactive,2242702,11311362,31670568387394,2242751,11311362,31670568387394,1537.43
all,P2WPKH,never_spent,19505176,27567737,625420590042136,4786,6522,32581771675,1.03
all,P2WSH,active,45150,298602,52288550959718,47597,298602,52288550959718,61.01
all,P2WSH,all,1176106,2729315,142610292278456,94883,429046,69025001458112,92.33
all,P2WSH,inactive,46241,130444,16736450498394,47286,130444,16736450498394,31.32
all,P2WSH,never_spent,1084715,2300269,73585290820344,0,0,0,0.00
ge1,All,active,39237,4809858,323769136026472,44961,4809858,323769136026472,1333.92
ge1,All,all,979304,10874782,1864115871901245,161832,7556709,685695363347586,2102.48
ge1,All,inactive,67429,2397137,176493796060901,71005,2397137,176493796060901,696.53
ge1,All,never_spent,872638,3667787,1363852939813872,45866,349714,185432431260213,72.03
ge1,Other,all,5,197331,263358596311,9,10,598014231,0.00
ge1,Other,inactive,1,6,202304590,2,6,202304590,0.00
ge1,Other,never_spent,4,197325,263156291721,7,4,395709641,0.00
ge1,P2PK,all,34295,34397,171577432243273,34309,34396,171577432243273,12.84
ge1,P2PK,inactive,9,9,23264000000,18,9,23264000000,0.00
ge1,P2PK,never_spent,34286,34388,171554168243273,34291,34387,171554168243273,12.83
ge1,P2PKH,active,5618,2308774,39208085525197,5734,2308774,39208085525197,884.52
ge1,P2PKH,all,226848,4834386,426766824058910,71219,3582474,112354398666335,1373.75
ge1,P2PKH,inactive,31172,1197205,73086833046848,31252,1197205,73086833046848,459.93
ge1,P2PKH,never_spent,190058,1328407,314471905486865,34233,76495,59480094290,29.30
ge1,P2SH,active,5647,507210,67596929343648,8942,507210,67596929343648,196.59
ge1,P2SH,all,191875,1225563,368229344343095,23185,810639,125385580968419,319.72
ge1,P2SH,inactive,11705,303429,57788651624771,14243,303429,57788651624771,123.12
ge1,P2SH,never_spent,174523,414924,242843763374676,0,0,0,0.00
ge1,P2TR,active,1367,117281,6101503501388,1367,117281,6101503501388,14.49
ge1,P2TR,all,13305,709755,20383980322062,13305,709755,20383980322062,87.90
ge1,P2TR,inactive,459,353921,488661149183,459,353921,488661149183,43.55
ge1,P2TR,never_spent,11479,238553,13793815671491,11479,238553,13793815671491,29.86
ge1,P2WPKH,active,25585,1794136,158680709793785,25675,1794136,158680709793785,229.01
ge1,P2WPKH,all,483283,3735608,737319344877549,49406,2330318,187117039772107,298.17
ge1,P2WPKH,inactive,23629,535907,28411758436804,23678,535907,28411758436804,69.12
ge1,P2WPKH,never_spent,434069,1405565,550226876646960,53,275,24571541518,0.04
ge1,P2WSH,active,1020,82457,52181907862454,3467,82457,52181907862454,9.31
ge1,P2WSH,all,29693,137742,139575587460045,4966,89117,68876333361159,10.10
ge1,P2WSH,inactive,454,6660,16694425498705,1499,6660,16694425498705,0.79
ge1,P2WSH,never_spent,28219,48625,70699254098886,0,0,0,0.00
ge10,All,active,7977,1212041,315384422817386,9816,1212041,315384422817386,254.98
ge10,All,all,150162,2869697,1658849225572379,55922,1756049,659370719929442,440.17
ge10,All,inactive,9462,427095,161250220004213,10373,427095,161250220004213,142.41
ge10,All,never_spent,132723,1230561,1182214582750780,35733,116913,182736077107843,42.79
ge10,Other,all,1,197321,262760582080,0,0,0,0.00
ge10,Other,never_spent,1,197321,262760582080,0,0,0,0.00
ge10,P2PK,all,34210,34240,171553806530579,34211,34239,171553806530579,12.78
ge10,P2PK,inactive,7,7,22364000000,9,7,22364000000,0.00
ge10,P2PK,never_spent,34203,34233,171531442530579,34202,34232,171531442530579,12.77
ge10,P2PKH,active,1300,247072,37954312224377,1328,247072,37954312224377,94.69
ge10,P2PKH,all,36103,1206229,378284114912402,40482,590979,103964422494169,226.63
ge10,P2PKH,inactive,4942,267858,65967916234363,4963,267858,65967916234363,102.81
ge10,P2PKH,never_spent,29861,691299,274361886453662,34191,76049,42194035429,29.13
ge10,P2SH,active,1277,177378,66344248152446,2036,177378,66344248152446,60.84
ge10,P2SH,all,24086,329492,325038331498068,4569,245646,121475438255648,88.75
ge10,P2SH,inactive,1892,68268,55131190103202,2533,68268,55131190103202,27.91
ge10,P2SH,never_spent,20917,83846,203562893242420,0,0,0,0.00
